colour,lat,long,date,neighbourhood
#131013,49.271856,-123.135008,Thursday_Feb_26_2015,Granville Island
#050404,49.286854,-123.141480,Thursday_Feb_26_2015,West End
#FCFBFC,49.279133,-123.127310,Thursday_Feb_26_2015,Yaletown
#030302,49.282219,-123.134659,Thursday_Feb_26_2015,West End
#11080B,49.271393,-123.106682,Thursday_Feb_26_2015,False Creek
#58EEAA,49.300000,-123.140000,Thursday_Feb_26_2015,Stanley Park
#C6CCCC,49.290722,-123.133995,Thursday_Feb_26_2015,Robson Street
#010201,49.281982,-123.116661,Thursday_Feb_26_2015,Yaletown
#C2B1BE,49.264671,-123.114647,Thursday_Feb_26_2015,Mount Pleasant
#562F3F,49.269547,-123.140945,Thursday_Feb_26_2015,Granville Island
#010101,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#020202,49.283718,-123.121109,Thursday_Feb_26_2015,Robson Street
#CFC7BE,49.267353,-123.124526,Thursday_Feb_26_2015,False Creek
#6B525C,49.224760,-123.107897,Thursday_Feb_26_2015,Oakridge
#010101,49.288350,-123.113277,Thursday_Feb_26_2015,Gastown
#0E0B0C,49.283539,-123.105263,Thursday_Feb_26_2015,Gastown
#1B0E0B,49.266441,-123.140724,Thursday_Feb_26_2015,Fairview
#030102,49.288396,-123.130503,Thursday_Feb_26_2015,Robson Street
#020302,49.280237,-123.123904,Thursday_Feb_26_2015,Yaletown
#0D080D,49.271580,-123.106979,Thursday_Feb_26_2015,False Creek
#080501,49.274311,-123.123123,Thursday_Feb_26_2015,Yaletown
#F3E6ED,49.265162,-123.069995,Thursday_Feb_26_2015,Commercial
#E0DCE2,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#A3A2A9,49.294869,-123.133899,Thursday_Feb_26_2015,Coal Harbor
#090706,49.280499,-123.099358,Thursday_Feb_26_2015,Chinatown
#060303,49.266468,-123.111282,Thursday_Feb_26_2015,False Creek
#927083,49.273220,-123.101820,Thursday_Feb_26_2015,False Creek
#020001,49.258939,-123.100895,Thursday_Feb_26_2015,Main Street
#690711,49.275173,-123.120865,Thursday_Feb_26_2015,Yaletown
#F0F0F2,49.282050,-123.124042,Thursday_Feb_26_2015,Robson Street
#BAB3B5,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#130F0A,49.269426,-123.081167,Thursday_Feb_26_2015,Mount Pleasant
#9E1E56,49.241212,-123.101638,Thursday_Feb_26_2015,Riley Park
#21211F,49.281088,-123.113556,Thursday_Feb_26_2015,Gastown
#240914,49.269527,-123.095039,Thursday_Feb_26_2015,Mount Pleasant
#080602,49.269426,-123.081167,Thursday_Feb_26_2015,Mount Pleasant
#D7ACCC,49.274464,-123.124229,Thursday_Feb_26_2015,Yaletown
#C7E5CB,49.271856,-123.135008,Thursday_Feb_26_2015,Granville Island
#CFBAC1,49.276295,-123.121407,Thursday_Feb_26_2015,Yaletown
#020302,49.283539,-123.105263,Thursday_Feb_26_2015,Gastown
#100E0F,49.256854,-123.089547,Thursday_Feb_26_2015,Kensington-Cedar Cottage
#030704,49.282940,-123.115700,Thursday_Feb_26_2015,Gastown
#0A0604,49.288349,-123.127899,Thursday_Feb_26_2015,Robson Street
#060201,49.274311,-123.123123,Thursday_Feb_26_2015,Yaletown
#0A0506,49.267897,-123.069542,Thursday_Feb_26_2015,Commercial
#110F11,49.266221,-123.146998,Thursday_Feb_26_2015,Kitsilano
#1A090D,49.241212,-123.101638,Thursday_Feb_26_2015,Riley Park
#BBBBBB,49.283420,-123.104110,Thursday_Feb_26_2015,Gastown
#050404,49.283390,-123.117911,Thursday_Feb_26_2015,Chinatown
#100505,49.276668,-123.121681,Thursday_Feb_26_2015,Yaletown
#040202,49.263084,-123.115303,Thursday_Feb_26_2015,Fairview
#030702,49.280154,-123.133338,Thursday_Feb_26_2015,West End
#850913,49.284170,-123.114225,Thursday_Feb_26_2015,Gastown
#6D937F,49.288311,-123.116730,Thursday_Feb_26_2015,Coal Harbor
#030101,49.298040,-123.117550,Thursday_Feb_26_2015,Coal Harbor
#D9D1D6,49.300000,-123.140000,Thursday_Feb_26_2015,Stanley Park
#010301,49.279669,-123.122709,Thursday_Feb_26_2015,Yaletown
#F7F8F7,49.278800,-123.127496,Thursday_Feb_26_2015,Yaletown
#030102,49.232700,-123.117188,Thursday_Feb_26_2015,Oakridge
#010101,49.269520,-123.103729,Thursday_Feb_26_2015,False Creek
#635758,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#C1ADAF,49.232500,-123.093611,Thursday_Feb_26_2015,Sunset
#F0ECEE,49.274529,-123.069639,Thursday_Feb_26_2015,Commercial
#62585F,49.268490,-123.101700,Thursday_Feb_26_2015,False Creek
#040404,49.268383,-123.100843,Thursday_Feb_26_2015,False Creek
#E8CBE6,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#030202,49.269520,-123.103729,Thursday_Feb_26_2015,False Creek
#FDF2FC,49.260992,-123.154413,Thursday_Feb_26_2015,Arbutus
#0D0B0B,49.280414,-123.126281,Thursday_Feb_26_2015,Yaletown
#B0C1B9,49.288261,-123.113254,Thursday_Feb_26_2015,Gastown
#110909,49.263180,-123.156180,Thursday_Feb_26_2015,Arbutus
#996D88,49.282834,-123.120458,Thursday_Feb_26_2015,Robson Street
#110A07,49.263084,-123.115303,Thursday_Feb_26_2015,Fairview
#C8B2CA,49.275009,-123.122002,Thursday_Feb_26_2015,Yaletown
#68575B,49.274440,-123.111960,Thursday_Feb_26_2015,Chinatown
#B5BBBC,49.288033,-123.114475,Thursday_Feb_26_2015,Gastown
#6D030A,49.283691,-123.103455,Thursday_Feb_26_2015,Gastown
#C3B1D1,49.285833,-123.111667,Thursday_Feb_26_2015,Gastown
#030504,49.281921,-123.069969,Thursday_Feb_26_2015,Commercial
#010101,49.289351,-123.117549,Thursday_Feb_26_2015,Coal Harbor
#302D2F,49.282560,-123.129230,Thursday_Feb_26_2015,Robson Street
#040403,49.283539,-123.105263,Thursday_Feb_26_2015,Gastown
#827B82,49.280796,-123.117943,Thursday_Feb_26_2015,Yaletown
#180A0E,49.286770,-123.137917,Thursday_Feb_26_2015,Coal Harbor
#C9B3BE,49.278664,-123.099243,Thursday_Feb_26_2015,Chinatown
#DDDDDC,49.278014,-123.109052,Thursday_Feb_26_2015,Chinatown
#030001,49.283108,-123.118874,Thursday_Feb_26_2015,Chinatown
#070F07,49.265835,-123.100689,Thursday_Feb_26_2015,Main Street
#060604,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#9B0B0F,49.278889,-123.128733,Thursday_Feb_26_2015,Yaletown
#110808,49.291412,-123.135818,Thursday_Feb_26_2015,Coal Harbor
#AA648F,49.262460,-123.100970,Thursday_Feb_26_2015,Main Street
#9F8A7D,49.268967,-123.102936,Thursday_Feb_26_2015,False Creek
#040503,49.282314,-123.134453,Thursday_Feb_26_2015,West End
#B79BA7,49.289588,-123.127209,Thursday_Feb_26_2015,Robson Street
#130D0E,49.282051,-123.107887,Thursday_Feb_26_2015,Gastown
#14160F,49.279690,-123.097519,Thursday_Feb_26_2015,Chinatown
#BE83AE,49.252033,-123.100769,Thursday_Feb_26_2015,Main Street
#0B0908,49.266232,-123.105431,Thursday_Feb_26_2015,False Creek
#020702,49.242222,-123.115000,Thursday_Feb_26_2015,South Cambie
#5E5657,49.269421,-123.106293,Thursday_Feb_26_2015,False Creek
#0B0406,49.276665,-123.122788,Thursday_Feb_26_2015,Yaletown
#EBE0E0,49.268246,-123.154979,Thursday_Feb_26_2015,Kitsilano
#19030C,49.263957,-123.114953,Thursday_Feb_26_2015,Mount Pleasant
#060401,49.270460,-123.100585,Thursday_Feb_26_2015,False Creek
#C7CAC2,49.282620,-123.116921,Thursday_Feb_26_2015,Chinatown
#E9E5E9,49.281804,-123.106025,Thursday_Feb_26_2015,Gastown
#160508,49.257374,-123.090424,Thursday_Feb_26_2015,Main Street
#030202,49.290880,-123.136390,Thursday_Feb_26_2015,Coal Harbor
#010501,49.283098,-123.117951,Thursday_Feb_26_2015,Chinatown
#020302,49.284352,-123.110429,Thursday_Feb_26_2015,Gastown
#9A708F,49.264675,-123.112160,Thursday_Feb_26_2015,Mount Pleasant
#0F0508,49.263401,-123.138374,Thursday_Feb_26_2015,Fairview
#7CBA9C,49.272625,-123.135620,Thursday_Feb_26_2015,Granville Island
#170A0D,49.286675,-123.143220,Thursday_Feb_26_2015,West End
#190D13,49.277359,-123.074608,Thursday_Feb_26_2015,Commercial
#0F050B,49.238990,-123.129839,Thursday_Feb_26_2015,Shaughnessy
#030202,49.262433,-123.091604,Thursday_Feb_26_2015,Main Street
#130A0D,49.272625,-123.135620,Thursday_Feb_26_2015,Granville Island
#04BE7E,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#7A0517,49.277359,-123.074608,Thursday_Feb_26_2015,Commercial
#DAF3F0,49.276170,-123.119655,Thursday_Feb_26_2015,Yaletown
#1E0B14,49.262433,-123.091604,Thursday_Feb_26_2015,Main Street
#845969,49.262337,-123.091530,Thursday_Feb_26_2015,Main Street
#9F5A84,49.278553,-123.115768,Thursday_Feb_26_2015,Yaletown
#0F0104,49.279538,-123.100612,Thursday_Feb_26_2015,Chinatown
#10080B,49.262337,-123.091530,Thursday_Feb_26_2015,Main Street
#F4DDEC,49.282215,-123.102875,Thursday_Feb_26_2015,Gastown
#030102,49.282271,-123.103734,Thursday_Feb_26_2015,Gastown
#07170C,49.267105,-123.124484,Thursday_Feb_26_2015,False Creek
#C1BFBA,49.262989,-123.080756,Thursday_Feb_26_2015,Mount Pleasant
#4E1022,49.281704,-123.104149,Thursday_Feb_26_2015,Gastown
#150F11,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#0A0A04,49.263429,-123.136372,Thursday_Feb_26_2015,Fairview
#976F7E,49.280583,-123.097472,Thursday_Feb_26_2015,Chinatown
#040C04,49.276809,-123.112154,Thursday_Feb_26_2015,Chinatown
#DDD4E2,49.286675,-123.143220,Thursday_Feb_26_2015,West End
#1F0E12,49.282574,-123.111343,Thursday_Feb_26_2015,Gastown
#050504,49.275690,-123.122298,Thursday_Feb_26_2015,Yaletown
#0B0908,49.282791,-123.104782,Thursday_Feb_26_2015,Gastown
#1C1113,49.267483,-123.069801,Thursday_Feb_26_2015,Commercial
#080502,49.274921,-123.123207,Thursday_Feb_26_2015,Yaletown
#122446,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#000401,49.272442,-123.095711,Thursday_Feb_26_2015,Mount Pleasant
#BBA5CC,49.286675,-123.143220,Thursday_Feb_26_2015,West End
#0D0A09,49.282560,-123.129230,Thursday_Feb_26_2015,Robson Street
#F2E5F2,49.290184,-123.133713,Thursday_Feb_26_2015,Robson Street
#BAA5B2,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#100608,49.271856,-123.135008,Thursday_Feb_26_2015,Granville Island
#120B0C,49.283129,-123.105364,Thursday_Feb_26_2015,Gastown
#010609,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#020102,49.262552,-123.100871,Thursday_Feb_26_2015,Main Street
#0B090F,49.278991,-123.122973,Thursday_Feb_26_2015,Yaletown
#1E0910,49.269859,-123.137917,Thursday_Feb_26_2015,Granville Island
#E4EEEA,49.259043,-123.099839,Thursday_Feb_26_2015,Main Street
#93A19B,49.286675,-123.143220,Thursday_Feb_26_2015,West End
#050306,49.245830,-123.094177,Thursday_Feb_26_2015,Main Street
#FCFBFD,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#12120A,45.533741,-73.602058,Thursday_Feb_26_2015,Plateau-Mont-Royal
#040604,49.283195,-123.106605,Thursday_Feb_26_2015,Gastown
#030101,49.276354,-123.119243,Thursday_Feb_26_2015,Yaletown
#A8879C,49.282834,-123.120458,Thursday_Feb_26_2015,Robson Street
#AE8096,49.276295,-123.121407,Thursday_Feb_26_2015,Yaletown
#090202,49.300000,-123.140000,Thursday_Feb_26_2015,Stanley Park
#F5F3F4,49.263470,-123.140490,Thursday_Feb_26_2015,Fairview
#010300,49.249038,-123.097309,Thursday_Feb_26_2015,Main Street
#060B07,49.289525,-123.129902,Thursday_Feb_26_2015,Robson Street
#080605,49.274998,-123.121220,Thursday_Feb_26_2015,Yaletown
#0E0D09,49.286675,-123.143220,Thursday_Feb_26_2015,West End
#F8F7F8,49.282183,-123.108512,Thursday_Feb_26_2015,Gastown
#D6D1CF,49.281370,-123.101870,Thursday_Feb_26_2015,Gastown
#F6ECF8,49.282109,-123.076504,Thursday_Feb_26_2015,Grandview-Woodland
#4D0502,49.284721,-123.097282,Thursday_Feb_26_2015,Chinatown
#020101,49.289501,-123.121719,Thursday_Feb_26_2015,Robson Street
#570C24,49.279164,-123.137844,Thursday_Feb_26_2015,West End
#626365,49.279360,-123.117467,Thursday_Feb_26_2015,Yaletown
#411221,49.168879,-123.138644,Thursday_Feb_26_2015,Golden Village
#21181E,49.216901,-123.077238,Thursday_Feb_26_2015,Sunset
#0B0907,49.280704,-123.117167,Thursday_Feb_26_2015,Yaletown
#CACCCA,49.264036,-123.100813,Thursday_Feb_26_2015,Main Street
#F1E1E5,49.224760,-123.107897,Thursday_Feb_26_2015,Oakridge
#A98B91,49.280704,-123.117167,Thursday_Feb_26_2015,Yaletown
#020202,49.285870,-123.132266,Thursday_Feb_26_2015,Robson Street
#020001,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#A47C96,49.280704,-123.117167,Thursday_Feb_26_2015,Yaletown
#0E0811,49.245830,-123.094177,Thursday_Feb_26_2015,Main Street
#ABD6B5,49.286510,-123.127190,Thursday_Feb_26_2015,Robson Street
#060604,49.274211,-123.123657,Thursday_Feb_26_2015,Yaletown
#020001,49.266383,-123.102605,Thursday_Feb_26_2015,False Creek
#0A0103,49.256593,-123.102003,Thursday_Feb_26_2015,Main Street
#1E181A,49.283108,-123.118874,Thursday_Feb_26_2015,Chinatown
#190A0A,49.275940,-123.124626,Thursday_Feb_26_2015,Yaletown
#0A0605,49.275690,-123.122298,Thursday_Feb_26_2015,Yaletown
#020402,49.281271,-123.098454,Thursday_Feb_26_2015,Chinatown
#EDEAEF,49.263630,-123.148644,Thursday_Feb_26_2015,Arbutus
#E5E7DF,49.287941,-123.113132,Thursday_Feb_26_2015,Gastown
#D1F3E1,49.278304,-123.112944,Thursday_Feb_26_2015,Chinatown
#0F0408,49.265800,-123.103317,Thursday_Feb_26_2015,Main Street
#E5D9E2,49.281105,-123.119125,Thursday_Feb_26_2015,Yaletown
#17090E,49.280491,-123.120567,Thursday_Feb_26_2015,Yaletown
#050604,49.283691,-123.103455,Thursday_Feb_26_2015,Gastown
#E4E2DD,49.279117,-123.116593,Thursday_Feb_26_2015,Yaletown
#020101,49.282688,-123.104805,Thursday_Feb_26_2015,Gastown
#B69A9B,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#020202,49.283909,-123.116691,Thursday_Feb_26_2015,Chinatown
#E7DEDF,49.282898,-123.096032,Thursday_Feb_26_2015,Chinatown
#130505,49.275173,-123.120865,Thursday_Feb_26_2015,Yaletown
#080F0D,49.268013,-123.154892,Thursday_Feb_26_2015,Kitsilano
#E1BBC8,49.288272,-123.113531,Thursday_Feb_26_2015,Gastown
#B55698,49.279682,-123.117489,Thursday_Feb_26_2015,Yaletown
#020202,49.271744,-123.105446,Thursday_Feb_26_2015,False Creek
#5E1228,49.263084,-123.115303,Thursday_Feb_26_2015,Fairview
#0A0C08,49.278179,-123.124046,Thursday_Feb_26_2015,Yaletown
#956176,49.282834,-123.120458,Thursday_Feb_26_2015,Robson Street
#DEAEC3,49.280552,-123.101929,Thursday_Feb_26_2015,Chinatown
#000303,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#1F191C,49.290437,-123.121587,Thursday_Feb_26_2015,Robson Street
#060403,49.266132,-123.248253,Thursday_Feb_26_2015,Ubc
#1F0207,49.279538,-123.100612,Thursday_Feb_26_2015,Chinatown
#041506,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#010101,49.282070,-123.102540,Thursday_Feb_26_2015,Gastown
#535C56,49.283745,-123.109200,Thursday_Feb_26_2015,Gastown
#F8F3F6,49.262642,-123.115082,Thursday_Feb_26_2015,Fairview
#211A1F,49.280096,-123.120196,Thursday_Feb_26_2015,Yaletown
#A06A95,49.280941,-123.117098,Thursday_Feb_26_2015,Yaletown
#0E0C0C,49.219703,-123.101761,Thursday_Feb_26_2015,Sunset
#030202,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#B591A3,49.241249,-123.101860,Thursday_Feb_26_2015,Riley Park
#01A372,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#470528,49.287955,-123.140324,Thursday_Feb_26_2015,West End
#B16785,49.284433,-123.122158,Thursday_Feb_26_2015,Robson Street
#B36E80,49.283745,-123.109200,Thursday_Feb_26_2015,Gastown
#776D6A,49.262940,-123.117279,Thursday_Feb_26_2015,Fairview
#998793,49.263733,-123.100696,Thursday_Feb_26_2015,Main Street
#CC0403,49.285833,-123.111667,Thursday_Feb_26_2015,Gastown
#0C0709,49.260608,-123.101283,Thursday_Feb_26_2015,Main Street
#F1E3F1,49.261522,-123.156711,Thursday_Feb_26_2015,Arbutus
#110704,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#14060B,49.268065,-123.149531,Thursday_Feb_26_2015,Kitsilano
#DBD2D6,49.279934,-123.125610,Thursday_Feb_26_2015,Yaletown
#090817,49.242100,-123.113800,Thursday_Feb_26_2015,Riley Park
#020101,49.286675,-123.143220,Thursday_Feb_26_2015,West End
#EBE9E9,49.258572,-123.137995,Thursday_Feb_26_2015,Fairview
#080407,49.264900,-123.109734,Thursday_Feb_26_2015,Mount Pleasant
#1C1215,49.279519,-123.115608,Thursday_Feb_26_2015,Yaletown
#030403,49.284618,-123.112020,Thursday_Feb_26_2015,Gastown
#E1D2D5,49.250496,-123.101135,Thursday_Feb_26_2015,Main Street
#B0729F,49.285568,-123.112141,Thursday_Feb_26_2015,Gastown
#F2DFEB,49.280216,-123.098594,Thursday_Feb_26_2015,Chinatown
#BEBCBC,49.283745,-123.109200,Thursday_Feb_26_2015,Gastown
#080705,49.274925,-123.122307,Thursday_Feb_26_2015,Yaletown
#D8A6D1,49.267343,-123.157306,Thursday_Feb_26_2015,Kitsilano
#080C0E,49.246190,-123.088397,Thursday_Feb_26_2015,Kensington-Cedar Cottage
#DDB8B3,49.284861,-123.122912,Thursday_Feb_26_2015,Robson Street
#F6E3F2,49.232286,-123.119410,Thursday_Feb_26_2015,Oakridge
#010101,49.257374,-123.090424,Thursday_Feb_26_2015,Main Street
#FAF6F8,49.279309,-123.102247,Thursday_Feb_26_2015,Chinatown
#080805,49.264687,-123.144761,Thursday_Feb_26_2015,Fairview
#5C5B5C,49.274181,-123.121383,Thursday_Feb_26_2015,Yaletown
#180B11,49.283691,-123.103455,Thursday_Feb_26_2015,Gastown
#020101,49.285216,-123.125747,Thursday_Feb_26_2015,Robson Street
#A677A9,49.279740,-123.117860,Thursday_Feb_26_2015,Yaletown
#EAE5EA,49.268185,-123.148155,Thursday_Feb_26_2015,Kitsilano
#65535A,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#655E5C,49.274529,-123.069639,Thursday_Feb_26_2015,Commercial
#F1F4F3,49.288350,-123.113277,Thursday_Feb_26_2015,Gastown
#C7CAC3,49.282620,-123.116921,Thursday_Feb_26_2015,Chinatown
#6F506D,49.284069,-123.090881,Thursday_Feb_26_2015,Strathcona
#ECE9E7,49.291458,-123.139669,Thursday_Feb_26_2015,West End
#E4E4E2,49.265169,-123.142464,Thursday_Feb_26_2015,Fairview
#080304,49.234909,-123.115814,Thursday_Feb_26_2015,South Cambie
#0D0D09,49.285152,-123.118416,Thursday_Feb_26_2015,Coal Harbor
#C1B6BF,49.283553,-123.138210,Thursday_Feb_26_2015,West End
#936478,49.283321,-123.104980,Thursday_Feb_26_2015,Gastown
#99828C,49.283691,-123.103455,Thursday_Feb_26_2015,Gastown
#000201,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#F6F6F4,49.285063,-123.120397,Thursday_Feb_26_2015,Robson Street
#524A4E,49.281079,-123.107744,Thursday_Feb_26_2015,Gastown
#F9F9F9,49.246190,-123.088397,Thursday_Feb_26_2015,Kensington-Cedar Cottage
#F8F2F4,49.280463,-123.121064,Thursday_Feb_26_2015,Yaletown
#050E09,49.283218,-123.122360,Thursday_Feb_26_2015,Robson Street
#070202,49.290437,-123.121587,Thursday_Feb_26_2015,Robson Street
#18130D,49.266441,-123.140724,Thursday_Feb_26_2015,Fairview
#A88893,49.235737,-123.155747,Thursday_Feb_26_2015,Arbutus-Ridge
#140001,49.262192,-123.092392,Thursday_Feb_26_2015,Main Street
#BB7588,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#050303,49.284572,-123.124657,Thursday_Feb_26_2015,Robson Street
#090306,49.283623,-123.103828,Thursday_Feb_26_2015,Gastown
#0F0608,49.242531,-123.101219,Thursday_Feb_26_2015,Riley Park
#010101,49.286660,-123.140360,Thursday_Feb_26_2015,West End
#080806,49.281678,-123.133362,Thursday_Feb_26_2015,West End
#000100,49.283283,-123.098007,Thursday_Feb_26_2015,Chinatown
#020302,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#9E779A,49.285063,-123.120397,Thursday_Feb_26_2015,Robson Street
#050405,49.283156,-123.109243,Thursday_Feb_26_2015,Gastown
#060301,49.263269,-123.126534,Thursday_Feb_26_2015,Fairview
#FFF2FC,49.268002,-123.147003,Thursday_Feb_26_2015,Kitsilano
#F5F4F3,49.248524,-123.108803,Thursday_Feb_26_2015,Riley Park
#F8F8F8,49.288273,-123.130421,Thursday_Feb_26_2015,Robson Street
#011C00,49.263084,-123.115303,Thursday_Feb_26_2015,Fairview
#091110,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#67586A,49.274550,-123.121900,Thursday_Feb_26_2015,Yaletown
#10070A,49.284042,-123.107463,Thursday_Feb_26_2015,Gastown
#020603,49.268215,-123.150085,Thursday_Feb_26_2015,Kitsilano
#CCCBCB,49.277794,-123.098709,Thursday_Feb_26_2015,Chinatown
#010701,49.289249,-123.122093,Thursday_Feb_26_2015,Robson Street
#10070A,49.248634,-123.152152,Thursday_Feb_26_2015,Arbutus-Ridge
#030302,49.271856,-123.135008,Thursday_Feb_26_2015,Granville Island
#0F0706,49.268914,-123.140472,Thursday_Feb_26_2015,Granville Island
#7E0F17,49.283083,-123.110626,Thursday_Feb_26_2015,Gastown
#030402,49.283336,-123.109054,Thursday_Feb_26_2015,Gastown
#020302,49.283386,-123.103012,Thursday_Feb_26_2015,Gastown
#120909,49.259357,-123.101038,Thursday_Feb_26_2015,Main Street
#F3F0F0,49.248524,-123.108803,Thursday_Feb_26_2015,Riley Park
#08100A,49.289249,-123.122093,Thursday_Feb_26_2015,Robson Street
#F1EBEE,49.282765,-123.109641,Thursday_Feb_26_2015,Gastown
#CCABB5,49.282051,-123.107887,Thursday_Feb_26_2015,Gastown
#130F10,49.275280,-123.123581,Thursday_Feb_26_2015,Yaletown
#7D8689,49.289249,-123.122093,Thursday_Feb_26_2015,Robson Street
#9A7188,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#BD779B,49.282124,-123.098534,Thursday_Feb_26_2015,Chinatown
#DEC6E7,49.269400,-123.123800,Thursday_Feb_26_2015,False Creek
#110F07,49.231492,-123.117336,Thursday_Feb_26_2015,Oakridge
#00461C,49.248501,-123.101471,Thursday_Feb_26_2015,Main Street
#050203,49.300743,-123.130331,Thursday_Feb_26_2015,Stanley Park
#050303,49.288218,-123.116785,Thursday_Feb_26_2015,Coal Harbor
#886083,49.289331,-123.117620,Thursday_Feb_26_2015,Coal Harbor
#050102,49.275015,-123.122597,Thursday_Feb_26_2015,Yaletown
#101010,49.280404,-123.121227,Thursday_Feb_26_2015,Yaletown
#76BC90,49.287224,-123.113916,Thursday_Feb_26_2015,Gastown
#A32051,49.281704,-123.104149,Thursday_Feb_26_2015,Gastown
#120B07,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#040403,49.279969,-123.125809,Thursday_Feb_26_2015,Yaletown
#060302,49.278038,-123.109234,Thursday_Feb_26_2015,Chinatown
#1B090E,49.288383,-123.112904,Thursday_Feb_26_2015,Gastown
#150508,49.286213,-123.118645,Thursday_Feb_26_2015,Coal Harbor
#010202,49.280448,-123.121141,Thursday_Feb_26_2015,Yaletown
#050303,49.283098,-123.117951,Thursday_Feb_26_2015,Chinatown
#080807,49.288311,-123.116730,Thursday_Feb_26_2015,Coal Harbor
#4F080E,49.287682,-123.115173,Thursday_Feb_26_2015,Gastown
#D8D2D6,49.284737,-123.096807,Thursday_Feb_26_2015,Chinatown
#F1EAEE,49.272015,-123.125992,Thursday_Feb_26_2015,Yaletown
#67917A,49.271856,-123.135008,Thursday_Feb_26_2015,Granville Island
#020102,49.282940,-123.115700,Thursday_Feb_26_2015,Gastown
#0D0608,49.283156,-123.109243,Thursday_Feb_26_2015,Gastown
#010201,49.280315,-123.121681,Thursday_Feb_26_2015,Yaletown
#7DC8A1,49.260872,-123.113953,Thursday_Feb_26_2015,Mount Pleasant
#030103,49.291080,-123.136429,Thursday_Feb_26_2015,Coal Harbor
#5C8170,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#120F0E,49.280583,-123.097472,Thursday_Feb_26_2015,Chinatown
#ADC4BD,49.288559,-123.120972,Thursday_Feb_26_2015,Robson Street
#040804,49.263660,-123.141592,Thursday_Feb_26_2015,Fairview
#040804,49.284651,-123.112038,Thursday_Feb_26_2015,Gastown
#BBB9BA,49.271856,-123.135008,Thursday_Feb_26_2015,Granville Island
#100B09,49.289137,-123.141394,Thursday_Feb_26_2015,West End
#10070A,49.243223,-123.151164,Thursday_Feb_26_2015,Arbutus-Ridge
#9F8F98,49.276802,-123.126465,Thursday_Feb_26_2015,Yaletown
#180E0C,49.285063,-123.120397,Thursday_Feb_26_2015,Robson Street
#040D04,49.285000,-123.134000,Thursday_Feb_26_2015,Coal Harbor
#D9D9D9,49.271580,-123.106979,Thursday_Feb_26_2015,False Creek
#18090F,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#030302,49.284545,-123.131162,Thursday_Feb_26_2015,Robson Street
#1D0308,49.304062,-123.156487,Thursday_Feb_26_2015,Stanley Park
#031905,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#010201,49.278545,-123.123833,Thursday_Feb_26_2015,Yaletown
#020202,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#040001,49.284691,-123.114510,Thursday_Feb_26_2015,Gastown
#F4F4F5,49.276516,-123.069633,Thursday_Feb_26_2015,Commercial
#E998D0,49.267721,-123.096821,Thursday_Feb_26_2015,Main Street
#97689C,49.195400,-123.175212,Thursday_Feb_26_2015,Sea Island
#020102,49.273135,-123.100583,Thursday_Feb_26_2015,False Creek
#AF6D95,49.277719,-123.099147,Thursday_Feb_26_2015,Chinatown
#EBEBEA,49.281229,-123.060408,Thursday_Feb_26_2015,Commercial
#E3DEDB,49.276295,-123.121407,Thursday_Feb_26_2015,Yaletown
#040001,49.279538,-123.100612,Thursday_Feb_26_2015,Chinatown
#030403,49.289588,-123.127209,Thursday_Feb_26_2015,Robson Street
#5B515B,49.224760,-123.107897,Thursday_Feb_26_2015,Oakridge
#0E1006,49.289711,-123.116074,Thursday_Feb_26_2015,Coal Harbor
#795B71,49.276171,-123.144431,Thursday_Feb_26_2015,West End
#F9F6F7,49.250000,-123.100000,Thursday_Feb_26_2015,Main Street
#130108,49.279538,-123.100612,Thursday_Feb_26_2015,Chinatown
