colour,lat,long,date,neighbourhood
#040203,49.256946,-123.090560,Thursday_Feb_19_2015,Main Street
#040303,49.132974,-123.122650,Thursday_Feb_19_2015,Shellmont
#040505,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#D4DFD6,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#DEE7DF,49.234131,-123.132655,Thursday_Feb_19_2015,Oakridge
#E7E0E5,49.285801,-123.123894,Thursday_Feb_19_2015,Robson Street
#6B596A,49.277912,-123.114204,Thursday_Feb_19_2015,Yaletown
#080305,49.280404,-123.121227,Thursday_Feb_19_2015,Yaletown
#000201,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#201F18,49.262500,-123.068889,Thursday_Feb_19_2015,Commercial
#020302,49.283508,-123.105095,Thursday_Feb_19_2015,Gastown
#050503,49.286906,-123.109314,Thursday_Feb_19_2015,Gastown
#040201,49.282120,-123.109520,Thursday_Feb_19_2015,Gastown
#7D6E7C,49.282989,-123.124039,Thursday_Feb_19_2015,Robson Street
#F3E7EE,49.265654,-123.144379,Thursday_Feb_19_2015,Fairview
#010303,49.284311,-123.143344,Thursday_Feb_19_2015,West End
#090306,49.281944,-123.121944,Thursday_Feb_19_2015,Yaletown
#010201,49.300743,-123.130331,Thursday_Feb_19_2015,Stanley Park
#040302,49.276809,-123.112154,Thursday_Feb_19_2015,Chinatown
#0D0C0A,49.288396,-123.130503,Thursday_Feb_19_2015,Robson Street
#58A27C,49.284311,-123.143344,Thursday_Feb_19_2015,West End
#050301,49.269400,-123.123800,Thursday_Feb_19_2015,False Creek
#020404,49.282271,-123.103734,Thursday_Feb_19_2015,Gastown
#020201,49.258366,-123.097796,Thursday_Feb_19_2015,Main Street
#010101,49.271856,-123.135008,Thursday_Feb_19_2015,Granville Island
#140906,49.283852,-123.105453,Thursday_Feb_19_2015,Gastown
#010001,49.249249,-123.075127,Thursday_Feb_19_2015,Kensington-Cedar Cottage
#A97A8E,49.290039,-123.133484,Thursday_Feb_19_2015,Robson Street
#080605,49.283588,-123.113770,Thursday_Feb_19_2015,Gastown
#060303,49.262192,-123.092392,Thursday_Feb_19_2015,Main Street
#141610,49.287682,-123.115173,Thursday_Feb_19_2015,Gastown
#0E0807,49.264061,-123.104498,Thursday_Feb_19_2015,Main Street
#FCFCFC,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#15060F,49.274917,-123.121505,Thursday_Feb_19_2015,Yaletown
#15090D,49.275009,-123.122002,Thursday_Feb_19_2015,Yaletown
#1A100F,49.272200,-123.134013,Thursday_Feb_19_2015,Granville Island
#F2F0F0,49.278398,-123.110267,Thursday_Feb_19_2015,Chinatown
#050403,49.264728,-123.136742,Thursday_Feb_19_2015,Fairview
#180B0B,49.326682,-123.136731,Thursday_Feb_19_2015,Park Royal
#060B06,49.279164,-123.137844,Thursday_Feb_19_2015,West End
#8B7990,49.271856,-123.135008,Thursday_Feb_19_2015,Granville Island
#020101,49.275814,-123.122162,Thursday_Feb_19_2015,Yaletown
#060101,49.245319,-123.101486,Thursday_Feb_19_2015,Main Street
#050301,49.270863,-123.136085,Thursday_Feb_19_2015,Granville Island
#010001,49.261192,-123.122697,Thursday_Feb_19_2015,Fairview
#160C0B,49.288746,-123.131500,Thursday_Feb_19_2015,Robson Street
#CC065F,49.271034,-123.133629,Thursday_Feb_19_2015,Granville Island
#030001,49.280144,-123.109810,Thursday_Feb_19_2015,Gastown
#0C0F0D,49.284599,-123.108887,Thursday_Feb_19_2015,Gastown
#010101,49.259999,-123.115006,Thursday_Feb_19_2015,Fairview
#0C1909,49.256138,-123.101051,Thursday_Feb_19_2015,Main Street
#E6D5DF,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#A07697,49.280659,-123.101067,Thursday_Feb_19_2015,Chinatown
#040204,49.284759,-123.122697,Thursday_Feb_19_2015,Robson Street
#240103,49.277617,-123.084946,Thursday_Feb_19_2015,Strathcona
#BE90C3,49.283288,-123.103398,Thursday_Feb_19_2015,Gastown
#DAD3D6,49.284679,-123.111893,Thursday_Feb_19_2015,Gastown
#706A6A,49.232037,-123.157140,Thursday_Feb_19_2015,Kerrisdale
#BC6271,49.250000,-123.100000,Thursday_Feb_19_2015,Main Street
#F7FAF8,49.272200,-123.134013,Thursday_Feb_19_2015,Granville Island
#EBDAE7,49.260250,-123.139107,Thursday_Feb_19_2015,Fairview
#100B0D,49.285111,-123.122887,Thursday_Feb_19_2015,Robson Street
#F6F7F7,49.254456,-123.080432,Thursday_Feb_19_2015,Kensington-Cedar Cottage
#030503,49.282405,-123.107040,Thursday_Feb_19_2015,Gastown
#100204,49.279776,-123.109901,Thursday_Feb_19_2015,Gastown
#070402,49.232700,-123.117188,Thursday_Feb_19_2015,Oakridge
#010001,49.283375,-123.102371,Thursday_Feb_19_2015,Gastown
#DE669E,49.273575,-123.124129,Thursday_Feb_19_2015,Yaletown
#100507,49.265639,-123.149891,Thursday_Feb_19_2015,Arbutus
#996E78,49.280720,-123.121391,Thursday_Feb_19_2015,Yaletown
#090805,49.284311,-123.143344,Thursday_Feb_19_2015,West End
#F8EEFB,49.282471,-123.117504,Thursday_Feb_19_2015,Chinatown
#BB878A,49.263324,-123.124417,Thursday_Feb_19_2015,Fairview
#030102,49.242039,-123.111942,Thursday_Feb_19_2015,Riley Park
#060406,49.287941,-123.113132,Thursday_Feb_19_2015,Gastown
#926D84,49.276295,-123.121407,Thursday_Feb_19_2015,Yaletown
#020202,49.282001,-123.110080,Thursday_Feb_19_2015,Gastown
#090F04,49.300743,-123.130331,Thursday_Feb_19_2015,Stanley Park
#A3989F,49.283321,-123.104980,Thursday_Feb_19_2015,Gastown
#120606,49.282082,-123.102859,Thursday_Feb_19_2015,Gastown
#F8F8F8,49.286214,-123.130441,Thursday_Feb_19_2015,Robson Street
#211923,49.242222,-123.115000,Thursday_Feb_19_2015,South Cambie
#7D0908,49.183931,-123.135966,Thursday_Feb_19_2015,Golden Village
#12110D,49.281332,-123.126864,Thursday_Feb_19_2015,Yaletown
#CABEC4,49.277603,-123.081100,Thursday_Feb_19_2015,Strathcona
#B094A8,49.283756,-123.109222,Thursday_Feb_19_2015,Gastown
#130506,49.249427,-123.101099,Thursday_Feb_19_2015,Main Street
#0A0406,49.288559,-123.120972,Thursday_Feb_19_2015,Robson Street
#060606,49.266667,-123.166667,Thursday_Feb_19_2015,Kitsilano
#0C0D0A,49.272625,-123.135620,Thursday_Feb_19_2015,Granville Island
#160905,49.268047,-123.156853,Thursday_Feb_19_2015,Kitsilano
#090404,49.234909,-123.115814,Thursday_Feb_19_2015,South Cambie
#920D15,49.277285,-123.114300,Thursday_Feb_19_2015,Yaletown
#010101,49.281271,-123.098454,Thursday_Feb_19_2015,Chinatown
#010000,49.271856,-123.135008,Thursday_Feb_19_2015,Granville Island
#030402,49.279956,-123.107087,Thursday_Feb_19_2015,Gastown
#1C0308,49.287426,-123.116919,Thursday_Feb_19_2015,Coal Harbor
#020201,49.270863,-123.136085,Thursday_Feb_19_2015,Granville Island
#170509,49.275600,-123.121101,Thursday_Feb_19_2015,Yaletown
#BC1857,49.263756,-123.139679,Thursday_Feb_19_2015,Fairview
#1C0B10,49.284308,-123.095509,Thursday_Feb_19_2015,Chinatown
#D8D6D6,49.279551,-123.103416,Thursday_Feb_19_2015,Chinatown
#1A0B0F,49.278652,-123.098618,Thursday_Feb_19_2015,Chinatown
#010402,49.279856,-123.121725,Thursday_Feb_19_2015,Yaletown
#050303,49.286598,-123.128136,Thursday_Feb_19_2015,Robson Street
#0C0204,49.280563,-123.109177,Thursday_Feb_19_2015,Gastown
#060404,49.254456,-123.080432,Thursday_Feb_19_2015,Kensington-Cedar Cottage
#090201,49.285192,-123.111250,Thursday_Feb_19_2015,Gastown
#0C0A0E,49.283642,-123.114729,Thursday_Feb_19_2015,Gastown
#010501,49.283909,-123.116691,Thursday_Feb_19_2015,Chinatown
#040303,49.284433,-123.122158,Thursday_Feb_19_2015,Robson Street
#130409,49.286556,-123.142616,Thursday_Feb_19_2015,West End
#1C0B09,49.278366,-123.118240,Thursday_Feb_19_2015,Yaletown
#060402,49.270863,-123.136085,Thursday_Feb_19_2015,Granville Island
#040100,49.283642,-123.106773,Thursday_Feb_19_2015,Gastown
#05180A,49.273353,-123.103411,Thursday_Feb_19_2015,False Creek
#930414,49.284651,-123.112038,Thursday_Feb_19_2015,Gastown
#040803,49.293286,-123.139987,Thursday_Feb_19_2015,West End
#0D0607,49.279428,-123.115570,Thursday_Feb_19_2015,Yaletown
#FCFBFB,49.289331,-123.117620,Thursday_Feb_19_2015,Coal Harbor
#050403,49.289923,-123.126048,Thursday_Feb_19_2015,Robson Street
#041403,49.267700,-123.101242,Thursday_Feb_19_2015,False Creek
#091A05,49.269810,-123.102877,Thursday_Feb_19_2015,False Creek
#020102,49.283691,-123.103455,Thursday_Feb_19_2015,Gastown
#F2F3F2,49.286820,-123.114495,Thursday_Feb_19_2015,Gastown
#E9DFDD,49.277709,-123.118509,Thursday_Feb_19_2015,Yaletown
#030203,49.286840,-123.124150,Thursday_Feb_19_2015,Robson Street
#040101,49.272200,-123.134013,Thursday_Feb_19_2015,Granville Island
#050601,49.269400,-123.123800,Thursday_Feb_19_2015,False Creek
#030102,49.281982,-123.122955,Thursday_Feb_19_2015,Yaletown
#180E0E,49.279839,-123.116882,Thursday_Feb_19_2015,Yaletown
#AC798C,49.281067,-123.102051,Thursday_Feb_19_2015,Gastown
#020200,49.250000,-123.100000,Thursday_Feb_19_2015,Main Street
#FBF2F8,49.276454,-123.118826,Thursday_Feb_19_2015,Yaletown
#BA6197,49.283421,-123.115280,Thursday_Feb_19_2015,Gastown
#030202,49.286840,-123.124150,Thursday_Feb_19_2015,Robson Street
#020101,49.275009,-123.122002,Thursday_Feb_19_2015,Yaletown
#A1838C,49.272867,-123.100786,Thursday_Feb_19_2015,False Creek
#020501,49.283889,-123.103402,Thursday_Feb_19_2015,Gastown
#030103,49.282219,-123.134659,Thursday_Feb_19_2015,West End
#8F1017,49.260872,-123.113953,Thursday_Feb_19_2015,Mount Pleasant
#000000,49.288396,-123.130503,Thursday_Feb_19_2015,Robson Street
#0D0403,49.257540,-123.114790,Thursday_Feb_19_2015,Mount Pleasant
#D2BAD2,49.287022,-123.140892,Thursday_Feb_19_2015,West End
#010101,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#050504,49.267799,-123.148819,Thursday_Feb_19_2015,Kitsilano
#E15165,49.266529,-123.139580,Thursday_Feb_19_2015,Fairview
#1A1614,49.222500,-123.084439,Thursday_Feb_19_2015,Sunset
#789989,49.289109,-123.110407,Thursday_Feb_19_2015,Coal Harbor
#C51859,49.291932,-123.121854,Thursday_Feb_19_2015,Coal Harbor
#DDDDDF,49.267021,-123.113693,Thursday_Feb_19_2015,False Creek
#B58B9E,49.280281,-123.101837,Thursday_Feb_19_2015,Chinatown
#0D0607,49.276797,-123.112196,Thursday_Feb_19_2015,Chinatown
#A68E9F,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#C37591,49.249769,-123.115547,Thursday_Feb_19_2015,South Cambie
#AB5B63,49.266529,-123.139580,Thursday_Feb_19_2015,Fairview
#E2DDDB,49.284572,-123.124657,Thursday_Feb_19_2015,Robson Street
#000000,49.286556,-123.142616,Thursday_Feb_19_2015,West End
#0D0D09,49.250000,-123.100000,Thursday_Feb_19_2015,Main Street
#040303,49.289882,-123.132891,Thursday_Feb_19_2015,Robson Street
#010001,49.286006,-123.132195,Thursday_Feb_19_2015,Robson Street
#5C5C5C,49.275017,-123.080667,Thursday_Feb_19_2015,Strathcona
#0F050A,49.262337,-123.091225,Thursday_Feb_19_2015,Main Street
#D9919F,49.266529,-123.139580,Thursday_Feb_19_2015,Fairview
#030302,49.276454,-123.118826,Thursday_Feb_19_2015,Yaletown
#070706,49.279679,-123.103760,Thursday_Feb_19_2015,Chinatown
#381922,49.284572,-123.124657,Thursday_Feb_19_2015,Robson Street
#15020B,49.273640,-123.118431,Thursday_Feb_19_2015,Yaletown
#B05C60,49.266529,-123.139580,Thursday_Feb_19_2015,Fairview
#020301,49.300743,-123.130331,Thursday_Feb_19_2015,Stanley Park
#020001,49.287041,-123.128807,Thursday_Feb_19_2015,Robson Street
#D0DDDA,49.274914,-123.100136,Thursday_Feb_19_2015,Strathcona
#ABADAA,49.279307,-123.110496,Thursday_Feb_19_2015,Gastown
#080906,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#041C02,49.282834,-123.120458,Thursday_Feb_19_2015,Robson Street
#B47695,49.280460,-123.118440,Thursday_Feb_19_2015,Yaletown
#B97A9E,49.277530,-123.125040,Thursday_Feb_19_2015,Yaletown
#18050D,49.283187,-123.136366,Thursday_Feb_19_2015,West End
#030101,49.280010,-123.130089,Thursday_Feb_19_2015,West End
#010101,49.283691,-123.106049,Thursday_Feb_19_2015,Gastown
#95647C,49.267151,-123.069663,Thursday_Feb_19_2015,Commercial
#020101,49.284599,-123.108887,Thursday_Feb_19_2015,Gastown
#E6D6DA,49.284599,-123.108887,Thursday_Feb_19_2015,Gastown
#104E26,49.300743,-123.130331,Thursday_Feb_19_2015,Stanley Park
#0F0707,49.277805,-123.099243,Thursday_Feb_19_2015,Chinatown
#180C0B,49.282167,-123.072167,Thursday_Feb_19_2015,Grandview-Woodland
#0E0204,49.248501,-123.101471,Thursday_Feb_19_2015,Main Street
#F1E4EE,49.284661,-123.112716,Thursday_Feb_19_2015,Gastown
#050102,49.280404,-123.121227,Thursday_Feb_19_2015,Yaletown
#8E6D83,49.285996,-123.115241,Thursday_Feb_19_2015,Gastown
#F7F6F7,49.289923,-123.126048,Thursday_Feb_19_2015,Robson Street
#030101,49.286556,-123.142616,Thursday_Feb_19_2015,West End
#FBD3F1,49.249432,-123.089691,Thursday_Feb_19_2015,Kensington-Cedar Cottage
#020502,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#021503,49.280937,-123.124573,Thursday_Feb_19_2015,Yaletown
#C0EDCE,49.276809,-123.112154,Thursday_Feb_19_2015,Chinatown
#F6EEF5,49.267866,-123.096644,Thursday_Feb_19_2015,Main Street
#030001,49.271856,-123.135008,Thursday_Feb_19_2015,Granville Island
#020101,49.269520,-123.103729,Thursday_Feb_19_2015,False Creek
#070504,49.280248,-123.114811,Thursday_Feb_19_2015,Yaletown
#090705,49.283440,-123.118910,Thursday_Feb_19_2015,Chinatown
#E2DEDF,49.265327,-123.100655,Thursday_Feb_19_2015,Main Street
#111217,49.300743,-123.130331,Thursday_Feb_19_2015,Stanley Park
#040101,49.254471,-123.115326,Thursday_Feb_19_2015,South Cambie
#5F7B6E,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#06661F,49.232662,-123.076689,Thursday_Feb_19_2015,South Vancouver
#9C6D8B,49.268967,-123.102936,Thursday_Feb_19_2015,False Creek
#030102,49.254471,-123.115326,Thursday_Feb_19_2015,South Cambie
#0A0405,49.249802,-123.100639,Thursday_Feb_19_2015,Main Street
#050903,49.268215,-123.150085,Thursday_Feb_19_2015,Kitsilano
#D3C2C5,37.415183,25.369258,Thursday_Feb_19_2015,Blyntri
#E7DFE3,49.276112,-123.102197,Thursday_Feb_19_2015,Chinatown
#040303,49.280237,-123.123904,Thursday_Feb_19_2015,Yaletown
#82667B,49.291380,-123.131739,Thursday_Feb_19_2015,Coal Harbor
#EAEAEA,49.284439,-123.110268,Thursday_Feb_19_2015,Gastown
#F5E9F2,49.284439,-123.110268,Thursday_Feb_19_2015,Gastown
#721943,49.278366,-123.118240,Thursday_Feb_19_2015,Yaletown
#020101,49.279856,-123.121725,Thursday_Feb_19_2015,Yaletown
#010001,49.246460,-123.101440,Thursday_Feb_19_2015,Main Street
#9C728E,49.278351,-123.122139,Thursday_Feb_19_2015,Yaletown
#BB86A6,49.282861,-123.089122,Thursday_Feb_19_2015,Strathcona
#F5DEEB,49.282989,-123.124039,Thursday_Feb_19_2015,Robson Street
#050101,49.268047,-123.156853,Thursday_Feb_19_2015,Kitsilano
#040201,49.280248,-123.114811,Thursday_Feb_19_2015,Yaletown
#AE7591,49.250000,-123.100000,Thursday_Feb_19_2015,Main Street
#1C6C58,49.250000,-123.100000,Thursday_Feb_19_2015,Main Street
#0E0306,49.283679,-123.122309,Thursday_Feb_19_2015,Robson Street
#010402,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#0D0E0C,49.283331,-123.123250,Thursday_Feb_19_2015,Robson Street
#020101,49.280339,-123.124896,Thursday_Feb_19_2015,Yaletown
#010001,49.276520,-123.101503,Thursday_Feb_19_2015,Chinatown
#1A0B0B,49.286621,-123.103382,Thursday_Feb_19_2015,Gastown
#020202,49.264019,-123.105309,Thursday_Feb_19_2015,Mount Pleasant
#1C1017,49.242222,-123.115000,Thursday_Feb_19_2015,South Cambie
#261815,49.281332,-123.126864,Thursday_Feb_19_2015,Yaletown
#ECEAED,49.288990,-123.127533,Thursday_Feb_19_2015,Robson Street
#180608,49.282791,-123.104782,Thursday_Feb_19_2015,Gastown
#B68F93,49.270863,-123.136085,Thursday_Feb_19_2015,Granville Island
#030001,49.268967,-123.102936,Thursday_Feb_19_2015,False Creek
#050302,49.279828,-123.121642,Thursday_Feb_19_2015,Yaletown
#0E0807,49.281796,-123.105660,Thursday_Feb_19_2015,Gastown
#020402,49.278972,-123.123570,Thursday_Feb_19_2015,Yaletown
#020102,49.284679,-123.111893,Thursday_Feb_19_2015,Gastown
#1E0306,49.264048,-123.108680,Thursday_Feb_19_2015,Mount Pleasant
#010101,49.288033,-123.114475,Thursday_Feb_19_2015,Gastown
#010101,49.288128,-123.114868,Thursday_Feb_19_2015,Gastown
#FEFEFE,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#DEB3CD,49.242039,-123.111942,Thursday_Feb_19_2015,Riley Park
#020302,49.271103,-123.156849,Thursday_Feb_19_2015,Kitsilano
#040102,49.276894,-123.119896,Thursday_Feb_19_2015,Yaletown
#060503,49.281804,-123.106025,Thursday_Feb_19_2015,Gastown
#E2DCDF,49.279324,-123.099167,Thursday_Feb_19_2015,Chinatown
#020101,49.279856,-123.121725,Thursday_Feb_19_2015,Yaletown
#540F23,49.249580,-123.101430,Thursday_Feb_19_2015,Main Street
#030302,49.281796,-123.105660,Thursday_Feb_19_2015,Gastown
#020302,49.266510,-123.069351,Thursday_Feb_19_2015,Commercial
#020101,49.254471,-123.115326,Thursday_Feb_19_2015,South Cambie
#170204,49.287773,-123.123749,Thursday_Feb_19_2015,Robson Street
#05151E,49.253162,-123.101067,Thursday_Feb_19_2015,Main Street
#F8E3ED,49.265327,-123.100655,Thursday_Feb_19_2015,Main Street
#050605,49.278542,-123.110207,Thursday_Feb_19_2015,Chinatown
#150705,49.249427,-123.101099,Thursday_Feb_19_2015,Main Street
#1B0D11,49.276097,-123.119497,Thursday_Feb_19_2015,Yaletown
#F7EEF2,49.281067,-123.102051,Thursday_Feb_19_2015,Gastown
#060605,49.283119,-123.103912,Thursday_Feb_19_2015,Gastown
#060204,49.269549,-123.106142,Thursday_Feb_19_2015,False Creek
#000101,49.289583,-123.117568,Thursday_Feb_19_2015,Coal Harbor
#6D0D23,49.291500,-123.135147,Thursday_Feb_19_2015,Coal Harbor
#F1F3F3,49.245744,-123.097321,Thursday_Feb_19_2015,Main Street
#050304,49.271580,-123.106979,Thursday_Feb_19_2015,False Creek
#FEFCFD,49.250000,-123.100000,Thursday_Feb_19_2015,Main Street
#060505,49.264023,-123.145186,Thursday_Feb_19_2015,Fairview
#030102,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#D1D0CF,49.274252,-123.120433,Thursday_Feb_19_2015,Yaletown
#071B09,49.279796,-123.121661,Thursday_Feb_19_2015,Yaletown
#1A0306,49.280720,-123.121391,Thursday_Feb_19_2015,Yaletown
#0A0E0C,49.250000,-123.100000,Thursday_Feb_19_2015,Main Street
#676972,49.278652,-123.098618,Thursday_Feb_19_2015,Chinatown
#080F08,49.270470,-123.135529,Thursday_Feb_19_2015,Granville Island
#100E0C,49.291500,-123.135147,Thursday_Feb_19_2015,Coal Harbor
#020101,49.273495,-123.124803,Thursday_Feb_19_2015,Yaletown
#010101,49.279828,-123.121642,Thursday_Feb_19_2015,Yaletown
#090204,49.227940,-123.090286,Thursday_Feb_19_2015,Sunset
#D2C7D2,49.278652,-123.098618,Thursday_Feb_19_2015,Chinatown
#19090B,49.278912,-123.122932,Thursday_Feb_19_2015,Yaletown
#E365A6,49.287773,-123.123749,Thursday_Feb_19_2015,Robson Street
#C21B61,49.265766,-123.100643,Thursday_Feb_19_2015,Main Street
#050706,49.277771,-123.107199,Thursday_Feb_19_2015,Chinatown
#030101,49.284599,-123.108887,Thursday_Feb_19_2015,Gastown
#FCF8FA,49.285199,-123.111159,Thursday_Feb_19_2015,Gastown
#0D0808,49.288910,-123.131203,Thursday_Feb_19_2015,Robson Street
#060E01,49.269755,-123.107721,Thursday_Feb_19_2015,False Creek
#030202,49.280339,-123.124896,Thursday_Feb_19_2015,Yaletown
#0E080A,49.232006,-123.117801,Thursday_Feb_19_2015,Oakridge
#F8E8F7,49.264456,-123.069657,Thursday_Feb_19_2015,Commercial
#0D0804,49.283077,-123.104843,Thursday_Feb_19_2015,Gastown
#B280A0,49.284599,-123.108887,Thursday_Feb_19_2015,Gastown
#577E85,49.279839,-123.116882,Thursday_Feb_19_2015,Yaletown
#020303,49.283659,-123.104482,Thursday_Feb_19_2015,Gastown
#9C7D75,49.232006,-123.117801,Thursday_Feb_19_2015,Oakridge
#F6A3D1,49.283333,-123.119217,Thursday_Feb_19_2015,Chinatown
#040602,49.281271,-123.098454,Thursday_Feb_19_2015,Chinatown
#040401,49.269583,-123.069642,Thursday_Feb_19_2015,Commercial
#F6F0F4,49.279678,-123.127632,Thursday_Feb_19_2015,Yaletown
#040303,49.275593,-123.122135,Thursday_Feb_19_2015,Yaletown
#1C0D0F,49.260872,-123.113953,Thursday_Feb_19_2015,Mount Pleasant
#060103,49.281704,-123.104149,Thursday_Feb_19_2015,Gastown
#060907,49.284618,-123.112020,Thursday_Feb_19_2015,Gastown
#070406,49.283119,-123.103912,Thursday_Feb_19_2015,Gastown
#070202,49.280339,-123.124896,Thursday_Feb_19_2015,Yaletown
#E9E1E5,49.264705,-123.138533,Thursday_Feb_19_2015,Fairview
#D9DCDE,49.263250,-123.106190,Thursday_Feb_19_2015,Mount Pleasant
#121209,49.279714,-123.117204,Thursday_Feb_19_2015,Yaletown
#13050C,49.276516,-123.069633,Thursday_Feb_19_2015,Commercial
#020101,49.289583,-123.117568,Thursday_Feb_19_2015,Coal Harbor
#DCD3D8,49.264794,-123.107482,Thursday_Feb_19_2015,Mount Pleasant
#EBEBED,49.286477,-123.118190,Thursday_Feb_19_2015,Coal Harbor
#E7DCE4,49.280720,-123.121391,Thursday_Feb_19_2015,Yaletown
#19100B,49.267175,-123.100259,Thursday_Feb_19_2015,False Creek
#030203,49.279706,-123.104097,Thursday_Feb_19_2015,Chinatown
#FDFCFD,49.243771,-123.154182,Thursday_Feb_19_2015,Arbutus-Ridge
#0E0509,49.268058,-123.147322,Thursday_Feb_19_2015,Kitsilano
#CCC1C6,49.274241,-123.111827,Thursday_Feb_19_2015,Chinatown
#080908,49.278664,-123.099243,Thursday_Feb_19_2015,Chinatown
#A75E7A,49.268679,-123.071934,Thursday_Feb_19_2015,Commercial
#11060A,49.232006,-123.117801,Thursday_Feb_19_2015,Oakridge
#010303,49.247536,-123.103776,Thursday_Feb_19_2015,Main Street
#050403,49.283691,-123.103455,Thursday_Feb_19_2015,Gastown
#050404,49.266221,-123.146998,Thursday_Feb_19_2015,Kitsilano
#065F0A,49.280987,-123.095436,Thursday_Feb_19_2015,Chinatown
#54655D,49.272511,-123.077927,Thursday_Feb_19_2015,Strathcona
#100607,49.283691,-123.103455,Thursday_Feb_19_2015,Gastown
#F6EDF9,49.265327,-123.100655,Thursday_Feb_19_2015,Main Street
#010101,49.288128,-123.114868,Thursday_Feb_19_2015,Gastown
#0B0807,49.232006,-123.117801,Thursday_Feb_19_2015,Oakridge
#21171D,49.248775,-123.139970,Thursday_Feb_19_2015,Shaughnessy
#DFD6DF,49.252710,-123.100890,Thursday_Feb_19_2015,Main Street
#010D01,49.267700,-123.101242,Thursday_Feb_19_2015,False Creek
#3F262E,49.285994,-123.121797,Thursday_Feb_19_2015,Robson Street
#A87B95,49.269360,-123.133789,Thursday_Feb_19_2015,Granville Island
#C54478,49.282051,-123.107887,Thursday_Feb_19_2015,Gastown
#040501,49.284016,-123.114159,Thursday_Feb_19_2015,Gastown
#F5E4EF,49.280212,-123.117270,Thursday_Feb_19_2015,Yaletown
#030102,49.284630,-123.113426,Thursday_Feb_19_2015,Gastown
#120A0E,49.283167,-123.110388,Thursday_Feb_19_2015,Gastown
#87888F,49.283691,-123.103455,Thursday_Feb_19_2015,Gastown
#060202,49.284759,-123.122697,Thursday_Feb_19_2015,Robson Street
#BB729D,49.282913,-123.106989,Thursday_Feb_19_2015,Gastown
#030303,49.284988,-123.116981,Thursday_Feb_19_2015,Coal Harbor
#090603,49.280108,-123.121003,Thursday_Feb_19_2015,Yaletown
#010101,49.283691,-123.103455,Thursday_Feb_19_2015,Gastown
#030402,49.279796,-123.121661,Thursday_Feb_19_2015,Yaletown
#010103,49.266667,-123.166667,Thursday_Feb_19_2015,Kitsilano
#031006,49.280212,-123.117270,Thursday_Feb_19_2015,Yaletown
#160904,49.273747,-123.123222,Thursday_Feb_19_2015,Yaletown
#A9A099,49.271992,-123.155212,Thursday_Feb_19_2015,Kitsilano
#030202,49.273353,-123.103411,Thursday_Feb_19_2015,False Creek
#060103,49.282051,-123.107887,Thursday_Feb_19_2015,Gastown
#1A100D,49.274307,-123.123518,Thursday_Feb_19_2015,Yaletown
#E6A9C7,49.282989,-123.124039,Thursday_Feb_19_2015,Robson Street
#687877,49.224500,-123.101667,Thursday_Feb_19_2015,Sunset
#1B150C,49.279266,-123.097359,Thursday_Feb_19_2015,Chinatown
#0F0D0B,49.263470,-123.140490,Thursday_Feb_19_2015,Fairview
#020001,49.254471,-123.115326,Thursday_Feb_19_2015,South Cambie
#130509,49.288333,-123.117778,Thursday_Feb_19_2015,Coal Harbor
#0F0205,49.282051,-123.107887,Thursday_Feb_19_2015,Gastown
#D077A9,49.269955,-123.108247,Thursday_Feb_19_2015,False Creek
#020202,49.275452,-123.121330,Thursday_Feb_19_2015,Yaletown
#120609,49.275723,-123.128128,Thursday_Feb_19_2015,Yaletown
#040D09,49.300743,-123.130331,Thursday_Feb_19_2015,Stanley Park
#010302,49.280100,-123.112800,Thursday_Feb_19_2015,Chinatown
#B8ACB0,49.279333,-123.110473,Thursday_Feb_19_2015,Gastown
#F5F6F5,49.286820,-123.114495,Thursday_Feb_19_2015,Gastown
#F4DDEC,49.284861,-123.122912,Thursday_Feb_19_2015,Robson Street
#060104,49.264049,-123.115051,Thursday_Feb_19_2015,Fairview
#200406,49.260739,-123.138295,Thursday_Feb_19_2015,Fairview
#090707,49.280796,-123.117943,Thursday_Feb_19_2015,Yaletown
#EBF2F1,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#F8F2F9,49.300000,-123.140000,Thursday_Feb_19_2015,Stanley Park
#F6F0F4,49.286477,-123.118190,Thursday_Feb_19_2015,Coal Harbor
#0E0302,49.267956,-123.069794,Thursday_Feb_19_2015,Commercial
#DBE1E0,49.279856,-123.121725,Thursday_Feb_19_2015,Yaletown
#1D0104,49.281326,-123.108086,Thursday_Feb_19_2015,Gastown
#582C45,49.283355,-123.104329,Thursday_Feb_19_2015,Gastown
#030102,49.273353,-123.103411,Thursday_Feb_19_2015,False Creek
