colour,lat,long,date,neighbourhood
#010301,49.281069,-123.125186,048_TueFeb17,Yaletown
#55B0AF,49.262618,-123.083031,048_TueFeb17,Mount Pleasant
#1E100C,49.283062,-123.112640,048_TueFeb17,Gastown
#070605,49.283624,-123.104950,048_TueFeb17,Gastown
#AA7794,49.283573,-123.103950,048_TueFeb17,Gastown
#A88CA0,49.232006,-123.117801,048_TueFeb17,Oakridge
#F0F0EF,49.282560,-123.129230,048_TueFeb17,Robson Street
#150909,49.281181,-123.077208,048_TueFeb17,Strathcona
#0B0A0B,49.282051,-123.120850,048_TueFeb17,Robson Street
#030403,49.284508,-123.124322,048_TueFeb17,Robson Street
#BBA3AD,49.283164,-123.109349,048_TueFeb17,Gastown
#21171D,49.272625,-123.135620,048_TueFeb17,Granville Island
#E4C5C9,49.278014,-123.109052,048_TueFeb17,Chinatown
#EBE2E5,49.277817,-123.125465,048_TueFeb17,Yaletown
#072011,49.288915,-123.111009,048_TueFeb17,Gastown
#DCDCDF,49.266383,-123.102605,048_TueFeb17,False Creek
#CFC4D7,49.277540,-123.125986,048_TueFeb17,Yaletown
#05551A,49.285000,-123.134000,048_TueFeb17,Coal Harbor
#241920,49.263183,-123.086177,048_TueFeb17,Mount Pleasant
#472C42,49.282871,-123.114227,048_TueFeb17,Gastown
#837F77,49.268285,-123.070005,048_TueFeb17,Commercial
#5A595A,49.254456,-123.080432,048_TueFeb17,Kensington-Cedar Cottage
#3F1B30,49.275495,-123.135378,048_TueFeb17,Granville Island
#094822,49.287941,-123.113132,048_TueFeb17,Gastown
#B3BCAF,49.284992,-123.095489,048_TueFeb17,Chinatown
#170B12,49.283051,-123.110077,048_TueFeb17,Gastown
#031508,49.279164,-123.137844,048_TueFeb17,West End
#A4A098,49.262726,-123.101181,048_TueFeb17,Main Street
#DEBDC6,49.268967,-123.102936,048_TueFeb17,False Creek
#FEFDFE,49.281045,-123.118247,048_TueFeb17,Yaletown
#010302,49.266383,-123.102605,048_TueFeb17,False Creek
#051A0E,49.275470,-123.136643,048_TueFeb17,Granville Island
#0A0507,49.286446,-123.115364,048_TueFeb17,Gastown
#070704,49.285444,-123.119529,048_TueFeb17,Coal Harbor
#050303,49.271856,-123.135008,048_TueFeb17,Granville Island
#050706,49.280659,-123.100861,048_TueFeb17,Chinatown
#010504,49.300743,-123.130331,048_TueFeb17,Stanley Park
#120B0C,49.282834,-123.120458,048_TueFeb17,Robson Street
#090608,49.293286,-123.139987,048_TueFeb17,West End
#16241A,49.275330,-123.119492,048_TueFeb17,Yaletown
#040303,49.276542,-123.124178,048_TueFeb17,Yaletown
#A96A8C,49.282806,-123.105927,048_TueFeb17,Gastown
#FEFEFE,49.279796,-123.121661,048_TueFeb17,Yaletown
#0E0A0B,49.278000,-123.117667,048_TueFeb17,Yaletown
#CABEC3,49.275650,-123.117990,048_TueFeb17,Yaletown
#70958D,49.286675,-123.143220,048_TueFeb17,West End
#EBF2EC,49.282759,-123.108404,048_TueFeb17,Gastown
#26A74D,49.269400,-123.123800,048_TueFeb17,False Creek
#1C0F0D,49.245659,-123.101669,048_TueFeb17,Main Street
#010101,49.289583,-123.117568,048_TueFeb17,Coal Harbor
#060804,49.282051,-123.120850,048_TueFeb17,Robson Street
#020404,49.300000,-123.140000,048_TueFeb17,Stanley Park
#0C0507,49.248970,-123.101204,048_TueFeb17,Main Street
#1C120F,49.266383,-123.102605,048_TueFeb17,False Creek
#EEEEF1,49.250000,-123.100000,048_TueFeb17,Main Street
#7D8B72,49.284820,-123.096760,048_TueFeb17,Chinatown
#DAE9E1,49.250000,-123.100000,048_TueFeb17,Main Street
#040202,49.289711,-123.116074,048_TueFeb17,Coal Harbor
#C6EDC7,49.285091,-123.105553,048_TueFeb17,Gastown
#D9D5D7,49.277794,-123.098709,048_TueFeb17,Chinatown
#CBBEC6,49.280583,-123.097472,048_TueFeb17,Chinatown
#D3CCCD,49.262302,-123.101204,048_TueFeb17,Main Street
#170A0D,49.268242,-123.152428,048_TueFeb17,Kitsilano
#050401,49.284902,-123.112006,048_TueFeb17,Gastown
#020202,49.293286,-123.139987,048_TueFeb17,West End
#D1CBD7,49.279573,-123.138529,048_TueFeb17,West End
#0A0607,49.279669,-123.122709,048_TueFeb17,Yaletown
#070706,49.250000,-123.100000,048_TueFeb17,Main Street
#BFB5C1,49.266441,-123.140724,048_TueFeb17,Fairview
#010101,49.289583,-123.117568,048_TueFeb17,Coal Harbor
#C2B2C0,49.260608,-123.101283,048_TueFeb17,Main Street
#0D1511,49.291466,-123.127777,048_TueFeb17,Coal Harbor
#C2D3C7,49.268880,-123.102845,048_TueFeb17,False Creek
#040404,49.302448,-123.144623,048_TueFeb17,Stanley Park
#060E0A,49.249008,-123.098128,048_TueFeb17,Main Street
#100409,49.281993,-123.121065,048_TueFeb17,Yaletown
#150E10,49.250000,-123.100000,048_TueFeb17,Main Street
#040403,49.286556,-123.142616,048_TueFeb17,West End
#020101,49.250000,-123.100000,048_TueFeb17,Main Street
#7D8383,49.289711,-123.116074,048_TueFeb17,Coal Harbor
#020A04,49.275470,-123.136643,048_TueFeb17,Granville Island
#020101,49.283573,-123.103950,048_TueFeb17,Gastown
#14050B,49.286675,-123.143220,048_TueFeb17,West End
#120809,49.283164,-123.109349,048_TueFeb17,Gastown
#050102,49.284111,-123.111565,048_TueFeb17,Gastown
#1C0E15,49.290966,-123.130928,048_TueFeb17,Robson Street
#50544D,49.263324,-123.124417,048_TueFeb17,Fairview
#09811D,49.304062,-123.156487,048_TueFeb17,Stanley Park
#E5F0E3,49.267744,-123.119307,048_TueFeb17,False Creek
#FCFBFC,49.263348,-123.117061,048_TueFeb17,Fairview
#A9799B,49.262133,-123.112373,048_TueFeb17,Mount Pleasant
#086512,49.266667,-123.166667,048_TueFeb17,Kitsilano
#EFEAEF,49.287655,-123.129242,048_TueFeb17,Robson Street
#040202,49.284992,-123.095489,048_TueFeb17,Chinatown
#03180E,49.267744,-123.119307,048_TueFeb17,False Creek
#D2F4E9,49.250000,-123.100000,048_TueFeb17,Main Street
#7F5B77,49.269859,-123.137917,048_TueFeb17,Granville Island
#06180B,49.264167,-123.101333,048_TueFeb17,Main Street
#7C908D,49.273640,-123.118431,048_TueFeb17,Yaletown
#A3A5A6,49.302448,-123.144623,048_TueFeb17,Stanley Park
#0B0F0F,49.269400,-123.123800,048_TueFeb17,False Creek
#C197AD,49.272625,-123.135620,048_TueFeb17,Granville Island
#86AA94,49.268980,-123.109636,048_TueFeb17,False Creek
#6EA29E,49.290437,-123.121587,048_TueFeb17,Robson Street
#A6A1BD,49.266441,-123.140724,048_TueFeb17,Fairview
#B96DA0,49.284340,-123.107437,048_TueFeb17,Gastown
#1A070E,49.270634,-123.069466,048_TueFeb17,Commercial
#4E081D,49.279309,-123.102247,048_TueFeb17,Chinatown
#15070E,49.280914,-123.122635,048_TueFeb17,Yaletown
#0C0B08,49.283745,-123.109200,048_TueFeb17,Gastown
#E3D9D7,49.275250,-123.123535,048_TueFeb17,Yaletown
#060806,49.300000,-123.140000,048_TueFeb17,Stanley Park
#1A1414,49.280404,-123.121227,048_TueFeb17,Yaletown
#F0EEF0,49.234562,-123.156531,048_TueFeb17,Kerrisdale
#1FC153,49.271856,-123.135008,048_TueFeb17,Granville Island
#080506,49.280587,-123.097436,048_TueFeb17,Chinatown
#020302,49.274063,-123.154361,048_TueFeb17,Kitsilano
#4C5551,49.269790,-123.108359,048_TueFeb17,False Creek
#E8EDEB,49.303227,-123.130853,048_TueFeb17,Stanley Park
#002405,49.300743,-123.130331,048_TueFeb17,Stanley Park
#0A0606,49.281801,-123.124399,048_TueFeb17,Yaletown
#131612,49.284244,-123.110015,048_TueFeb17,Gastown
#010101,49.280010,-123.122459,048_TueFeb17,Yaletown
#09020D,49.276097,-123.119497,048_TueFeb17,Yaletown
#040102,49.276950,-123.132280,048_TueFeb17,West End
#050604,49.281950,-123.108620,048_TueFeb17,Gastown
#9D6EB5,49.268013,-123.154892,048_TueFeb17,Kitsilano
#67495D,49.286675,-123.143220,048_TueFeb17,West End
#85E6C7,49.300000,-123.140000,048_TueFeb17,Stanley Park
#160F0C,49.281067,-123.102051,048_TueFeb17,Gastown
#9C0B12,49.270460,-123.100585,048_TueFeb17,False Creek
#687972,49.271856,-123.135008,048_TueFeb17,Granville Island
#131615,49.227202,-123.090620,048_TueFeb17,Sunset
#0D0608,49.283255,-123.086394,048_TueFeb17,Strathcona
#62CD8D,49.284670,-123.120499,048_TueFeb17,Robson Street
#F00000,49.268021,-123.098358,048_TueFeb17,False Creek
#9EE9D3,49.296917,-123.134216,048_TueFeb17,Coal Harbor
#0B120F,49.281540,-123.138985,048_TueFeb17,West End
#010402,49.282966,-123.118633,048_TueFeb17,Chinatown
#AC4E5F,49.281801,-123.124399,048_TueFeb17,Yaletown
#4A5549,49.270120,-123.107308,048_TueFeb17,False Creek
#030202,49.273353,-123.103411,048_TueFeb17,False Creek
#040103,49.264870,-123.069595,048_TueFeb17,Commercial
#F4E0EE,49.278652,-123.098618,048_TueFeb17,Chinatown
#0E0A05,49.270222,-123.135673,048_TueFeb17,Granville Island
#060301,49.274542,-123.121994,048_TueFeb17,Yaletown
#F9F9F9,49.280659,-123.100861,048_TueFeb17,Chinatown
#0E0C13,49.269583,-123.069642,048_TueFeb17,Commercial
#050503,49.282070,-123.102540,048_TueFeb17,Gastown
#A6718E,49.278904,-123.116303,048_TueFeb17,Yaletown
#A81D58,49.278664,-123.099243,048_TueFeb17,Chinatown
#0F1618,49.275470,-123.136643,048_TueFeb17,Granville Island
#060706,49.287773,-123.123749,048_TueFeb17,Robson Street
#FEFEFE,49.237985,-123.075757,048_TueFeb17,Kensington-Cedar Cottage
#9D6A9E,49.276859,-123.126373,048_TueFeb17,Yaletown
#040203,49.283909,-123.118500,048_TueFeb17,Chinatown
#AA6786,49.276734,-123.124521,048_TueFeb17,Yaletown
#1C0D15,49.283730,-123.110031,048_TueFeb17,Gastown
#0E0B0D,49.272451,-123.123960,048_TueFeb17,Yaletown
#037917,49.283255,-123.086394,048_TueFeb17,Strathcona
#08140C,49.300000,-123.140000,048_TueFeb17,Stanley Park
#010103,49.237985,-123.075757,048_TueFeb17,Kensington-Cedar Cottage
#1A0E11,49.290722,-123.133995,048_TueFeb17,Robson Street
#050701,49.229907,-123.098431,048_TueFeb17,Sunset
#0B0D0F,49.280371,-123.129529,048_TueFeb17,Yaletown
#110407,49.281865,-123.120570,048_TueFeb17,Yaletown
#030204,49.269527,-123.095039,048_TueFeb17,Mount Pleasant
#28171D,49.283447,-123.111221,048_TueFeb17,Gastown
#020202,49.300743,-123.130331,048_TueFeb17,Stanley Park
#E7DCE7,49.266750,-123.113350,048_TueFeb17,False Creek
#09120C,49.269400,-123.123800,048_TueFeb17,False Creek
#A378AA,49.282205,-123.118942,048_TueFeb17,Chinatown
#71B28C,49.290437,-123.121587,048_TueFeb17,Robson Street
#FEFEFE,49.278014,-123.109052,048_TueFeb17,Chinatown
#120609,49.256309,-123.089970,048_TueFeb17,Kensington-Cedar Cottage
#18402F,49.271156,-123.139790,048_TueFeb17,Granville Island
#020102,49.278014,-123.109052,048_TueFeb17,Chinatown
#11160D,49.285077,-123.123707,048_TueFeb17,Robson Street
#EAF3EE,49.282556,-123.107694,048_TueFeb17,Gastown
#F4ECF3,49.250000,-123.100000,048_TueFeb17,Main Street
#105F18,49.275712,-123.142176,048_TueFeb17,Fairview
#0D090B,49.282834,-123.120458,048_TueFeb17,Robson Street
#100A08,49.280598,-123.097488,048_TueFeb17,Chinatown
#AFA5B0,49.264736,-123.099548,048_TueFeb17,Main Street
#EDDCEB,49.260608,-123.101283,048_TueFeb17,Main Street
#020101,49.264141,-123.100082,048_TueFeb17,Main Street
#C4C4C4,49.282855,-123.115228,048_TueFeb17,Gastown
#221E23,49.273220,-123.101820,048_TueFeb17,False Creek
#254124,49.294900,-123.150161,048_TueFeb17,Stanley Park
#F4EDF2,49.280189,-123.121010,048_TueFeb17,Yaletown
#120D0C,49.294900,-123.150161,048_TueFeb17,Stanley Park
#030303,49.276562,-123.122877,048_TueFeb17,Yaletown
#ED87BC,49.282558,-123.106278,048_TueFeb17,Gastown
#010001,49.285912,-123.126251,048_TueFeb17,Robson Street
#21181B,49.284042,-123.107463,048_TueFeb17,Gastown
#0F0B07,49.258366,-123.097796,048_TueFeb17,Main Street
#0E0807,49.251766,-123.101448,048_TueFeb17,Main Street
#E874AF,49.283451,-123.105721,048_TueFeb17,Gastown
#F8F7F8,49.281750,-123.085503,048_TueFeb17,Strathcona
#040303,49.282028,-123.125763,048_TueFeb17,Robson Street
#2A5E44,49.272451,-123.123960,048_TueFeb17,Yaletown
#6A97AE,49.275814,-123.122162,048_TueFeb17,Yaletown
#A0586B,49.279519,-123.115608,048_TueFeb17,Yaletown
#F8FBFA,49.250000,-123.100000,048_TueFeb17,Main Street
#1FB151,49.270874,-123.152316,048_TueFeb17,Kitsilano
#B8A9B0,49.270556,-123.133333,048_TueFeb17,Granville Island
#4E9175,49.293751,-123.149306,048_TueFeb17,Stanley Park
#040403,49.281158,-123.121567,048_TueFeb17,Yaletown
#1E0104,49.282558,-123.106278,048_TueFeb17,Gastown
#050403,49.286556,-123.142616,048_TueFeb17,West End
#091105,49.269842,-123.078048,048_TueFeb17,Mount Pleasant
#040B0E,49.275593,-123.122135,048_TueFeb17,Yaletown
#040101,49.283180,-123.114578,048_TueFeb17,Gastown
#1A0A0B,49.284546,-123.125153,048_TueFeb17,Robson Street
#210D14,49.287431,-123.112809,048_TueFeb17,Gastown
#0E0A04,49.263000,-123.110222,048_TueFeb17,Mount Pleasant
#000301,49.300743,-123.130331,048_TueFeb17,Stanley Park
#05130B,49.271856,-123.135008,048_TueFeb17,Granville Island
#090408,49.263786,-123.158005,048_TueFeb17,Arbutus
#AC6077,49.286556,-123.142616,048_TueFeb17,West End
#0B0305,49.278553,-123.115768,048_TueFeb17,Yaletown
#CB1C5A,49.282558,-123.106278,048_TueFeb17,Gastown
#EBF0EA,49.283928,-123.107231,048_TueFeb17,Gastown
#E0ECE7,49.283745,-123.109200,048_TueFeb17,Gastown
#481F25,49.284042,-123.107463,048_TueFeb17,Gastown
#19040A,49.286820,-123.114495,048_TueFeb17,Gastown
#F7D3E3,49.275219,-123.123123,048_TueFeb17,Yaletown
#091A0F,49.300000,-123.140000,048_TueFeb17,Stanley Park
#11070D,49.287431,-123.112809,048_TueFeb17,Gastown
#C9A5C1,49.282558,-123.106278,048_TueFeb17,Gastown
#050806,49.287029,-123.115623,048_TueFeb17,Gastown
#22052A,49.284311,-123.143344,048_TueFeb17,West End
#E7E5E6,49.288311,-123.116730,048_TueFeb17,Coal Harbor
#030202,49.282325,-123.108887,048_TueFeb17,Gastown
#020203,49.274063,-123.154361,048_TueFeb17,Kitsilano
#13030A,49.282425,-123.124291,048_TueFeb17,Robson Street
#2BD54E,49.233219,-123.117211,048_TueFeb17,Oakridge
#020101,49.253162,-123.101067,048_TueFeb17,Main Street
#B5B1B7,49.287431,-123.112809,048_TueFeb17,Gastown
#010001,49.286556,-123.142616,048_TueFeb17,West End
#61CC80,49.290437,-123.121587,048_TueFeb17,Robson Street
#080402,49.282162,-123.107964,048_TueFeb17,Gastown
#7F6787,49.270545,-123.076335,048_TueFeb17,Grandview-Woodland
#180708,49.280266,-123.101196,048_TueFeb17,Chinatown
#0C0908,49.284153,-123.097755,048_TueFeb17,Chinatown
#BE7F93,49.286820,-123.114495,048_TueFeb17,Gastown
#C97BA3,49.282162,-123.107964,048_TueFeb17,Gastown
#D3C8CC,49.284572,-123.124657,048_TueFeb17,Robson Street
#E0D3F6,49.262266,-123.140217,048_TueFeb17,Fairview
#705265,49.286820,-123.114495,048_TueFeb17,Gastown
#150509,49.278652,-123.098618,048_TueFeb17,Chinatown
#ECECE4,49.300534,-123.116936,048_TueFeb17,Stanley Park
#1DB050,49.276236,-123.069383,048_TueFeb17,Commercial
#010601,49.284699,-123.122849,048_TueFeb17,Robson Street
#050304,49.267170,-123.107948,048_TueFeb17,False Creek
#FBFCFB,49.257864,-123.141909,048_TueFeb17,Fairview
#96827F,49.277817,-123.125465,048_TueFeb17,Yaletown
#B7758A,49.168879,-123.138644,048_TueFeb17,Golden Village
#5CF8AB,49.284651,-123.112038,048_TueFeb17,Gastown
#1A0E11,49.282162,-123.107964,048_TueFeb17,Gastown
#050808,49.271393,-123.106682,048_TueFeb17,False Creek
#F5F0F2,49.283588,-123.113770,048_TueFeb17,Gastown
#3C7A53,49.293977,-123.140366,048_TueFeb17,West End
#091719,49.266472,-123.140701,048_TueFeb17,Fairview
#F8F2F6,49.286213,-123.118645,048_TueFeb17,Coal Harbor
#121213,49.299132,-123.125910,048_TueFeb17,Stanley Park
#6D4958,49.283327,-123.119291,048_TueFeb17,Chinatown
#86717F,49.268242,-123.152428,048_TueFeb17,Kitsilano
#100A0C,49.251722,-123.101091,048_TueFeb17,Main Street
#531024,49.281379,-123.071924,048_TueFeb17,Commercial
#070705,49.273640,-123.118431,048_TueFeb17,Yaletown
#931E55,49.289822,-123.127922,048_TueFeb17,Robson Street
#0F050A,49.343929,-123.018068,048_TueFeb17,Upper Lynn
#F8FEFC,49.288128,-123.114868,048_TueFeb17,Gastown
#430D1F,49.281379,-123.071924,048_TueFeb17,Commercial
#729295,49.264647,-123.138561,048_TueFeb17,Fairview
#030203,49.279679,-123.103760,048_TueFeb17,Chinatown
#819599,49.273605,-123.069344,048_TueFeb17,Commercial
#020102,49.279519,-123.115608,048_TueFeb17,Yaletown
#699E70,49.300000,-123.140000,048_TueFeb17,Stanley Park
#1B0A0E,49.277462,-123.115761,048_TueFeb17,Yaletown
#0C7326,49.267545,-123.125880,048_TueFeb17,False Creek
#060501,49.283108,-123.118874,048_TueFeb17,Chinatown
#060102,49.263035,-123.112511,048_TueFeb17,Mount Pleasant
#010101,49.290889,-123.124660,048_TueFeb17,Robson Street
#0F060A,49.266383,-123.102605,048_TueFeb17,False Creek
#FDFAFC,49.282126,-123.108160,048_TueFeb17,Gastown
#060405,49.245892,-123.102347,048_TueFeb17,Main Street
#040302,49.283336,-123.109054,048_TueFeb17,Gastown
#050302,49.277167,-123.121000,048_TueFeb17,Yaletown
#9D949A,49.278191,-123.114655,048_TueFeb17,Yaletown
#16C45B,49.271856,-123.135008,048_TueFeb17,Granville Island
#F4F4F4,49.284439,-123.110268,048_TueFeb17,Gastown
#C8B5C2,49.300743,-123.130331,048_TueFeb17,Stanley Park
#6D5051,49.272625,-123.135620,048_TueFeb17,Granville Island
#081A0A,49.288128,-123.114868,048_TueFeb17,Gastown
#110204,49.276802,-123.126465,048_TueFeb17,Yaletown
#BA7295,49.289711,-123.116074,048_TueFeb17,Coal Harbor
#520D22,49.256748,-123.100311,048_TueFeb17,Main Street
#DDD8DB,49.257374,-123.090424,048_TueFeb17,Main Street
#957686,49.278652,-123.098618,048_TueFeb17,Chinatown
#0B1810,49.277069,-123.081642,048_TueFeb17,Strathcona
#F9F6F9,49.279969,-123.125809,048_TueFeb17,Yaletown
#0F0A18,49.293123,-123.145987,048_TueFeb17,West End
#010000,49.284340,-123.107437,048_TueFeb17,Gastown
#130917,49.220609,-123.169449,048_TueFeb17,Kerrisdale
#040102,49.288319,-123.140495,048_TueFeb17,West End
#030305,49.277778,-123.143333,048_TueFeb17,West End
#050602,49.279519,-123.115608,048_TueFeb17,Yaletown
#2C1317,49.268967,-123.102936,048_TueFeb17,False Creek
#000000,49.279390,-123.080490,048_TueFeb17,Strathcona
#91666C,49.283745,-123.109200,048_TueFeb17,Gastown
#F7F4F6,49.272625,-123.135620,048_TueFeb17,Granville Island
#DCDCDB,49.263401,-123.138374,048_TueFeb17,Fairview
#B37495,49.286675,-123.143220,048_TueFeb17,West End
#BCAEAD,49.257374,-123.090424,048_TueFeb17,Main Street
#110D15,49.291996,-123.134235,048_TueFeb17,Coal Harbor
#050D08,49.289822,-123.116087,048_TueFeb17,Coal Harbor
#20191A,49.287022,-123.140892,048_TueFeb17,West End
#6B5E67,49.279969,-123.125809,048_TueFeb17,Yaletown
#F7F2F5,49.225258,-123.073508,048_TueFeb17,South Vancouver
#6D6860,49.300000,-123.140000,048_TueFeb17,Stanley Park
#B3A1BF,49.282324,-123.104399,048_TueFeb17,Gastown
#120507,49.279538,-123.100612,048_TueFeb17,Chinatown
#067B23,49.264736,-123.099548,048_TueFeb17,Main Street
#F5F1F1,49.273906,-123.119636,048_TueFeb17,Yaletown
#F8F7F7,49.286675,-123.143220,048_TueFeb17,West End
#040301,49.280339,-123.124896,048_TueFeb17,Yaletown
#EFF3F0,49.269400,-123.123800,048_TueFeb17,False Creek
#0A180F,49.272916,-123.119220,048_TueFeb17,Yaletown
#B2A5BC,49.234531,-123.157437,048_TueFeb17,Kerrisdale
#010101,49.284227,-123.132634,048_TueFeb17,Robson Street
#7B6975,49.277334,-123.125724,048_TueFeb17,Yaletown
#040404,49.250000,-123.100000,048_TueFeb17,Main Street
#EBEBED,49.280163,-123.126358,048_TueFeb17,Yaletown
#060405,49.282324,-123.104399,048_TueFeb17,Gastown
#4B0102,49.278703,-123.115657,048_TueFeb17,Yaletown
#56CF8A,49.293240,-123.140152,048_TueFeb17,West End
#D0E2DA,49.288128,-123.114868,048_TueFeb17,Gastown
#1B090B,49.283679,-123.122309,048_TueFeb17,Robson Street
#5E0802,49.268285,-123.070005,048_TueFeb17,Commercial
#86697F,49.268967,-123.102936,048_TueFeb17,False Creek
#0E0707,49.277382,-123.118172,048_TueFeb17,Yaletown
#050303,49.285778,-123.112885,048_TueFeb17,Gastown
#ACAEB0,49.280163,-123.126358,048_TueFeb17,Yaletown
#180F0B,49.285739,-123.123934,048_TueFeb17,Robson Street
#0F0908,49.232006,-123.117801,048_TueFeb17,Oakridge
#F8F5F8,49.300000,-123.140000,048_TueFeb17,Stanley Park
#D3C9CD,49.240664,-123.152947,048_TueFeb17,Arbutus-Ridge
#0A0808,49.300000,-123.140000,048_TueFeb17,Stanley Park
#23191F,49.293286,-123.139987,048_TueFeb17,West End
#FAF9FA,49.284599,-123.108887,048_TueFeb17,Gastown
#F7FAF9,49.274063,-123.154361,048_TueFeb17,Kitsilano
#060516,49.243194,-123.101224,048_TueFeb17,Riley Park
#020102,49.267204,-123.091989,048_TueFeb17,Main Street
#140607,49.257130,-123.090593,048_TueFeb17,Main Street
#011B01,49.304062,-123.156487,048_TueFeb17,Stanley Park
#EAECE8,49.701667,-123.158889,048_TueFeb17,Hospital Hill
#BB9B9B,49.278664,-123.099243,048_TueFeb17,Chinatown
#060404,49.272592,-123.123650,048_TueFeb17,Yaletown
#070507,49.255158,-123.115341,048_TueFeb17,South Cambie
#030603,49.275739,-123.120378,048_TueFeb17,Yaletown
#B2777F,49.271856,-123.135008,048_TueFeb17,Granville Island
#14B35C,49.269400,-123.123800,048_TueFeb17,False Creek
#010001,49.267204,-123.091989,048_TueFeb17,Main Street
#F6E3EA,49.287483,-123.088829,048_TueFeb17,Strathcona
#0F0608,49.280159,-123.122253,048_TueFeb17,Yaletown
#7C7981,49.257051,-123.106493,048_TueFeb17,Mount Pleasant
#A2C661,49.288128,-123.114868,048_TueFeb17,Gastown
#0D0508,49.226822,-123.128702,048_TueFeb17,Oakridge
#040404,49.280237,-123.123904,048_TueFeb17,Yaletown
#050405,49.258709,-123.100922,048_TueFeb17,Main Street
#010302,49.276894,-123.119896,048_TueFeb17,Yaletown
#070706,49.269583,-123.069642,048_TueFeb17,Commercial
#020202,49.279519,-123.115608,048_TueFeb17,Yaletown
#815971,49.280170,-123.102768,048_TueFeb17,Chinatown
#120E0B,49.286675,-123.143220,048_TueFeb17,West End
#6AB18B,49.269400,-123.123800,048_TueFeb17,False Creek
#8C857C,49.250000,-123.100000,048_TueFeb17,Main Street
#EDE3E9,49.257629,-123.100838,048_TueFeb17,Main Street
#010101,49.293286,-123.139987,048_TueFeb17,West End
#0A0B0F,49.259321,-123.138882,048_TueFeb17,Fairview
#101110,49.280796,-123.117943,048_TueFeb17,Yaletown
#151515,49.280796,-123.117943,048_TueFeb17,Yaletown
#031208,49.291466,-123.127777,048_TueFeb17,Coal Harbor
#080605,49.259600,-123.138900,048_TueFeb17,Fairview
#7D787F,49.278809,-123.098831,048_TueFeb17,Chinatown
#190D10,49.300000,-123.140000,048_TueFeb17,Stanley Park
#060207,49.250000,-123.100000,048_TueFeb17,Main Street
#A27995,49.280704,-123.117167,048_TueFeb17,Yaletown
#061006,49.289249,-123.122093,048_TueFeb17,Robson Street
#C67FA6,49.282834,-123.120458,048_TueFeb17,Robson Street
#050404,49.275814,-123.122162,048_TueFeb17,Yaletown
#020203,49.250000,-123.100000,048_TueFeb17,Main Street
#956A80,49.263847,-123.100723,048_TueFeb17,Main Street
#020102,49.264240,-123.101410,048_TueFeb17,Main Street
#848089,49.259758,-123.070007,048_TueFeb17,Kensington-Cedar Cottage
#62A67B,49.286906,-123.109314,048_TueFeb17,Gastown
#050203,49.258939,-123.100895,048_TueFeb17,Main Street
#000201,49.275404,-123.109266,048_TueFeb17,Chinatown
#FEFDFE,49.262192,-123.132089,048_TueFeb17,Fairview
#98507A,49.283923,-123.123627,048_TueFeb17,Robson Street
#E9F0ED,49.290437,-123.121587,048_TueFeb17,Robson Street
#ECE8ED,49.263382,-123.113266,048_TueFeb17,Mount Pleasant
#191C1A,49.267936,-123.157419,048_TueFeb17,Kitsilano
#1C0105,49.290722,-123.133995,048_TueFeb17,Robson Street
#0C0709,49.279309,-123.102247,048_TueFeb17,Chinatown
#030102,49.276809,-123.112154,048_TueFeb17,Chinatown
#5B887C,49.282471,-123.117504,048_TueFeb17,Chinatown
#120F0E,49.271667,-123.128000,048_TueFeb17,Granville Island
#6C7A7B,49.275593,-123.122135,048_TueFeb17,Yaletown
#100811,49.286675,-123.143220,048_TueFeb17,West End
#F8F9F8,49.281097,-123.120304,048_TueFeb17,Yaletown
#12080D,49.279551,-123.103416,048_TueFeb17,Chinatown
#060706,49.286820,-123.114495,048_TueFeb17,Gastown
#C3B7BF,49.283141,-123.117692,048_TueFeb17,Chinatown
#6C4D58,49.283190,-123.106638,048_TueFeb17,Gastown
#030203,49.286675,-123.143220,048_TueFeb17,West End
#000000,49.260860,-123.116287,048_TueFeb17,Fairview
#20B554,49.300000,-123.140000,048_TueFeb17,Stanley Park
#0B0C0B,49.268272,-123.156200,048_TueFeb17,Kitsilano
#D9ECE3,49.264019,-123.105309,048_TueFeb17,Mount Pleasant
#051307,49.285106,-123.102149,048_TueFeb17,Gastown
#CDBAC8,49.274181,-123.121383,048_TueFeb17,Yaletown
#0B0907,49.284130,-123.100059,048_TueFeb17,Gastown
#010401,49.280404,-123.121227,048_TueFeb17,Yaletown
#160906,49.278529,-123.098299,048_TueFeb17,Chinatown
#080705,49.287022,-123.140892,048_TueFeb17,West End
#B01553,49.282148,-123.122156,048_TueFeb17,Robson Street
#010101,49.272551,-123.133049,048_TueFeb17,Granville Island
#BDA9AD,49.278809,-123.098831,048_TueFeb17,Chinatown
#020202,49.284018,-123.108928,048_TueFeb17,Gastown
#020201,49.264920,-123.103761,048_TueFeb17,Main Street
#FAFCFC,49.286675,-123.143220,048_TueFeb17,West End
#6A294A,49.263880,-123.092190,048_TueFeb17,Main Street
#5E0912,49.279776,-123.109901,048_TueFeb17,Gastown
#050504,49.274917,-123.121505,048_TueFeb17,Yaletown
#BEAEB4,49.289822,-123.127922,048_TueFeb17,Robson Street
#060707,49.304062,-123.156487,048_TueFeb17,Stanley Park
#040404,49.273664,-123.132056,048_TueFeb17,Granville Island
#140F0D,49.282695,-123.136646,048_TueFeb17,West End
#748A84,49.285106,-123.102149,048_TueFeb17,Gastown
#EFEFEF,49.278038,-123.109234,048_TueFeb17,Chinatown
