colour,lat,long,date,neighbourhood
#64C08D,49.276809,-123.112154,048_TueFeb17,Chinatown
#030202,49.283593,-123.114371,048_TueFeb17,Gastown
#050505,49.277693,-123.126980,048_TueFeb17,Yaletown
#030203,49.279246,-123.113001,048_TueFeb17,Chinatown
#060202,49.262642,-123.115082,048_TueFeb17,Fairview
#040403,49.286477,-123.118190,048_TueFeb17,Coal Harbor
#010000,49.281677,-123.125280,048_TueFeb17,Yaletown
#050704,49.284789,-123.115067,048_TueFeb17,Gastown
#98798D,49.287224,-123.113916,048_TueFeb17,Gastown
#050303,49.283120,-123.101914,048_TueFeb17,Gastown
#934B71,49.282009,-123.105713,048_TueFeb17,Gastown
#F6F7F7,49.275470,-123.136643,048_TueFeb17,Granville Island
#0A140D,49.288128,-123.114868,048_TueFeb17,Gastown
#20181E,49.274616,-123.069305,048_TueFeb17,Commercial
#F6F6F5,49.278800,-123.127496,048_TueFeb17,Yaletown
#060202,49.252625,-123.068123,048_TueFeb17,Kensington-Cedar Cottage
#020601,49.283745,-123.109200,048_TueFeb17,Gastown
#191B15,49.282855,-123.115228,048_TueFeb17,Gastown
#12DA6F,49.300000,-123.140000,048_TueFeb17,Stanley Park
#190D0F,49.281944,-123.121944,048_TueFeb17,Yaletown
#600414,49.282127,-123.133621,048_TueFeb17,Robson Street
#740316,49.278011,-123.127365,048_TueFeb17,Yaletown
#1DE05B,49.293240,-123.140152,048_TueFeb17,West End
#0F0A0C,49.281391,-123.132736,048_TueFeb17,West End
#290206,49.284981,-123.110840,048_TueFeb17,Gastown
#080C09,49.288128,-123.114868,048_TueFeb17,Gastown
#13DA6F,49.300000,-123.140000,048_TueFeb17,Stanley Park
#84666E,49.267700,-123.096718,048_TueFeb17,Main Street
#E5DFDF,49.267879,-123.153900,048_TueFeb17,Kitsilano
#1D2418,49.281944,-123.121944,048_TueFeb17,Yaletown
#071107,49.279796,-123.121661,048_TueFeb17,Yaletown
#9B9F9B,49.284398,-123.121018,048_TueFeb17,Robson Street
#9F5A78,49.288390,-123.130570,048_TueFeb17,Robson Street
#E2DEE4,49.275961,-123.128805,048_TueFeb17,Yaletown
#DCE4E1,49.334722,-123.261667,048_TueFeb17,Caulfeild
#F8F9F8,49.250000,-123.100000,048_TueFeb17,Main Street
#050605,49.280704,-123.117167,048_TueFeb17,Yaletown
#AC5976,49.266472,-123.140701,048_TueFeb17,Fairview
#030404,49.276904,-123.151936,048_TueFeb17,Kitsilano
#030202,49.263728,-123.124436,048_TueFeb17,Fairview
#8B8C8B,49.263038,-123.114722,048_TueFeb17,Mount Pleasant
#020205,49.242222,-123.115000,048_TueFeb17,South Cambie
#040505,49.280870,-123.126872,048_TueFeb17,Yaletown
#E3DDDC,49.287442,-123.116365,048_TueFeb17,Coal Harbor
#060504,49.268980,-123.109636,048_TueFeb17,False Creek
#E7E4E6,49.281982,-123.122955,048_TueFeb17,Yaletown
#6D6969,49.279333,-123.110473,048_TueFeb17,Gastown
#1A050F,49.274345,-123.118765,048_TueFeb17,Yaletown
#010201,49.238990,-123.129839,048_TueFeb17,Shaughnessy
#020202,49.274345,-123.118765,048_TueFeb17,Yaletown
#458D55,49.274345,-123.118765,048_TueFeb17,Yaletown
#C2B2B9,49.279934,-123.125610,048_TueFeb17,Yaletown
#080A09,49.269400,-123.123800,048_TueFeb17,False Creek
#1B0408,49.264585,-123.112812,048_TueFeb17,Mount Pleasant
#010101,49.284207,-123.108008,048_TueFeb17,Gastown
#96577F,49.264759,-123.116791,048_TueFeb17,Fairview
#EFF1F0,49.283364,-123.116994,048_TueFeb17,Chinatown
#91BEB0,49.300000,-123.140000,048_TueFeb17,Stanley Park
#000201,49.280248,-123.114811,048_TueFeb17,Yaletown
#080D0B,49.292648,-123.128988,048_TueFeb17,Coal Harbor
#7C5D6F,49.274081,-123.123473,048_TueFeb17,Yaletown
#030101,49.179144,-122.871283,048_TueFeb17,Kennedy
#010101,49.283886,-123.131355,048_TueFeb17,Robson Street
#010402,49.300743,-123.130331,048_TueFeb17,Stanley Park
#EAD9E9,49.300405,-123.116889,048_TueFeb17,Stanley Park
#0A0306,49.270309,-123.114891,048_TueFeb17,False Creek
#809591,49.290437,-123.121587,048_TueFeb17,Robson Street
#ECECEF,49.284599,-123.108887,048_TueFeb17,Gastown
#D2CCCC,49.251652,-123.101189,048_TueFeb17,Main Street
#0E0404,49.285199,-123.111159,048_TueFeb17,Gastown
#0F080B,49.242100,-123.113800,048_TueFeb17,Riley Park
#E9EBEA,49.289588,-123.127209,048_TueFeb17,Robson Street
#FCFCFC,49.284661,-123.112716,048_TueFeb17,Gastown
#F0F2F2,49.280212,-123.117270,048_TueFeb17,Yaletown
#8C799A,49.265327,-123.100655,048_TueFeb17,Main Street
#D3C4CE,49.279309,-123.102247,048_TueFeb17,Chinatown
#090708,49.282425,-123.124291,048_TueFeb17,Robson Street
#565758,49.263660,-123.136532,048_TueFeb17,Fairview
#040202,49.262266,-123.140217,048_TueFeb17,Fairview
#0C1111,49.284222,-123.100403,048_TueFeb17,Gastown
#F4D1F0,49.270048,-123.095932,048_TueFeb17,Mount Pleasant
#010900,49.284661,-123.112716,048_TueFeb17,Gastown
#040202,49.283733,-123.109184,048_TueFeb17,Gastown
#F1ECF1,49.280704,-123.117167,048_TueFeb17,Yaletown
#6DB293,49.288128,-123.114868,048_TueFeb17,Gastown
#0E4B21,49.288128,-123.114868,048_TueFeb17,Gastown
#020001,49.285610,-123.111954,048_TueFeb17,Gastown
#010801,49.283150,-123.120910,048_TueFeb17,Robson Street
#DED9DD,49.280109,-123.133690,048_TueFeb17,West End
#E8C5D7,49.271856,-123.135008,048_TueFeb17,Granville Island
#9C4578,49.262669,-123.102570,048_TueFeb17,Main Street
#061604,49.286675,-123.143220,048_TueFeb17,West End
#0B0608,49.232037,-123.157140,048_TueFeb17,Kerrisdale
#090907,49.233189,-123.157089,048_TueFeb17,Kerrisdale
#946E88,49.271856,-123.135008,048_TueFeb17,Granville Island
#021502,49.284661,-123.112716,048_TueFeb17,Gastown
#070404,49.279461,-123.122124,048_TueFeb17,Yaletown
#A88691,49.280870,-123.126872,048_TueFeb17,Yaletown
#050906,49.276809,-123.112154,048_TueFeb17,Chinatown
#C4B3B7,49.277069,-123.081642,048_TueFeb17,Strathcona
#E4BDDD,49.256748,-123.101532,048_TueFeb17,Main Street
#77B8A2,49.269400,-123.123800,048_TueFeb17,False Creek
#1A0F14,49.269475,-123.140831,048_TueFeb17,Granville Island
#F1EDF0,49.271856,-123.135008,048_TueFeb17,Granville Island
#1E0712,49.278606,-123.115820,048_TueFeb17,Yaletown
#EAE2E4,49.268013,-123.154892,048_TueFeb17,Kitsilano
#FAFAFC,49.286675,-123.143220,048_TueFeb17,West End
#010201,49.286675,-123.143220,048_TueFeb17,West End
#010101,49.278255,-123.124334,048_TueFeb17,Yaletown
#D4C0CB,49.279309,-123.102247,048_TueFeb17,Chinatown
#E9E6E8,49.277285,-123.114300,048_TueFeb17,Yaletown
#020202,49.224760,-123.107897,048_TueFeb17,Oakridge
#EBE6E8,49.250000,-123.100000,048_TueFeb17,Main Street
#030503,49.284661,-123.112716,048_TueFeb17,Gastown
#0A0203,49.280841,-123.120544,048_TueFeb17,Yaletown
#11080E,49.281421,-123.119701,048_TueFeb17,Yaletown
#0F0F08,49.300000,-123.140000,048_TueFeb17,Stanley Park
#110E0B,49.282834,-123.120458,048_TueFeb17,Robson Street
#1A0D14,49.283668,-123.109627,048_TueFeb17,Gastown
#9E6A87,49.289711,-123.116074,048_TueFeb17,Coal Harbor
#12050B,49.242222,-123.115000,048_TueFeb17,South Cambie
#13060C,49.282028,-123.125763,048_TueFeb17,Robson Street
#F7F8F7,49.283478,-123.104805,048_TueFeb17,Gastown
#030103,49.269475,-123.140831,048_TueFeb17,Granville Island
#D19BB7,49.280704,-123.117167,048_TueFeb17,Yaletown
#B3AAAF,49.279309,-123.102247,048_TueFeb17,Chinatown
#480723,49.252625,-123.068123,048_TueFeb17,Kensington-Cedar Cottage
#AA7E9A,49.280237,-123.123904,048_TueFeb17,Yaletown
#BFD0C2,49.268013,-123.154892,048_TueFeb17,Kitsilano
#050102,49.300000,-123.140000,048_TueFeb17,Stanley Park
#B7437A,49.282009,-123.105713,048_TueFeb17,Gastown
#80877D,49.245960,-123.100861,048_TueFeb17,Main Street
#110B04,49.281773,-123.116715,048_TueFeb17,Yaletown
#CEC2C9,49.257130,-123.090593,048_TueFeb17,Main Street
#0D0A0B,49.284661,-123.112716,048_TueFeb17,Gastown
#E0DEDE,49.283180,-123.114580,048_TueFeb17,Gastown
#030403,49.281067,-123.102051,048_TueFeb17,Gastown
#020503,49.288509,-123.120614,048_TueFeb17,Robson Street
#096D22,49.277381,-123.134325,048_TueFeb17,West End
#010101,49.288509,-123.120614,048_TueFeb17,Robson Street
#9D7B87,49.304062,-123.156487,048_TueFeb17,Stanley Park
#050403,49.274642,-123.122509,048_TueFeb17,Yaletown
#180B17,49.293751,-123.149306,048_TueFeb17,Stanley Park
#EDEEED,49.271787,-123.071169,048_TueFeb17,Commercial
#704E66,49.269908,-123.114517,048_TueFeb17,False Creek
#010101,49.280491,-123.120567,048_TueFeb17,Yaletown
#9EB0A9,49.270833,-123.106667,048_TueFeb17,False Creek
#0F0608,49.277786,-123.098450,048_TueFeb17,Chinatown
#0C1D16,49.288311,-123.116730,048_TueFeb17,Coal Harbor
#F7F5F6,49.263576,-123.099892,048_TueFeb17,Main Street
#7C7174,49.284170,-123.114225,048_TueFeb17,Gastown
#19030A,49.281519,-123.132863,048_TueFeb17,West End
#CAAEAB,49.259043,-123.099839,048_TueFeb17,Main Street
#1B1F1D,49.284714,-123.098921,048_TueFeb17,Chinatown
#0E0508,49.288252,-123.116844,048_TueFeb17,Coal Harbor
#060505,49.288830,-123.117691,048_TueFeb17,Coal Harbor
#9F9EAB,49.284992,-123.095489,048_TueFeb17,Chinatown
#CEC4CC,49.288311,-123.116730,048_TueFeb17,Coal Harbor
#040402,49.279669,-123.122709,048_TueFeb17,Yaletown
#61857B,49.269400,-123.123800,048_TueFeb17,False Creek
#E2EAE7,49.283342,-123.142372,048_TueFeb17,West End
#06540B,49.271369,-123.139463,048_TueFeb17,Granville Island
#A26F94,49.284992,-123.095489,048_TueFeb17,Chinatown
#FFFFFF,49.277069,-123.125732,048_TueFeb17,Yaletown
#9F606E,49.281796,-123.124709,048_TueFeb17,Yaletown
#051003,49.288311,-123.116730,048_TueFeb17,Coal Harbor
#140B0B,49.287334,-123.128918,048_TueFeb17,Robson Street
#010101,49.280659,-123.100861,048_TueFeb17,Chinatown
#997F8A,49.284042,-123.107463,048_TueFeb17,Gastown
#27BD86,49.242222,-123.115000,048_TueFeb17,South Cambie
#160E1B,49.300000,-123.140000,048_TueFeb17,Stanley Park
#BE9DB6,49.274181,-123.121383,048_TueFeb17,Yaletown
#6A9382,49.289923,-123.126048,048_TueFeb17,Robson Street
#040102,49.282031,-123.108717,048_TueFeb17,Gastown
#017A7A,49.725567,-123.140907,048_TueFeb17,Dentville
#CCDECE,49.175349,-123.132872,048_TueFeb17,Golden Village
#0B0504,49.284153,-123.097755,048_TueFeb17,Chinatown
#010402,49.289923,-123.126048,048_TueFeb17,Robson Street
#030303,49.283141,-123.117692,048_TueFeb17,Chinatown
#110105,49.278652,-123.098618,048_TueFeb17,Chinatown
#887E88,49.289923,-123.126048,048_TueFeb17,Robson Street
#16472A,49.263302,-123.109878,048_TueFeb17,Mount Pleasant
#210403,49.287334,-123.128918,048_TueFeb17,Robson Street
#010101,49.269400,-123.123800,048_TueFeb17,False Creek
#635456,49.276497,-123.121447,048_TueFeb17,Yaletown
#191C18,49.271580,-123.106979,048_TueFeb17,False Creek
#E8DDDF,49.282126,-123.108160,048_TueFeb17,Gastown
#020202,49.276170,-123.119655,048_TueFeb17,Yaletown
#96A3A4,49.278664,-123.099243,048_TueFeb17,Chinatown
#B27F91,49.284340,-123.107437,048_TueFeb17,Gastown
#EAB6DB,49.278038,-123.109234,048_TueFeb17,Chinatown
#150B10,49.272823,-123.119714,048_TueFeb17,Yaletown
#0C070B,49.285292,-123.121636,048_TueFeb17,Robson Street
#050300,49.282148,-123.122156,048_TueFeb17,Robson Street
#020703,49.290170,-123.118142,048_TueFeb17,Coal Harbor
#CFCCCE,49.284729,-123.114441,048_TueFeb17,Gastown
#020E06,49.288128,-123.114868,048_TueFeb17,Gastown
#1D0714,49.263149,-123.105270,048_TueFeb17,Mount Pleasant
#089323,49.273435,-123.121586,048_TueFeb17,Yaletown
#F7F8F8,49.300000,-123.140000,048_TueFeb17,Stanley Park
#E4F2EA,49.300000,-123.140000,048_TueFeb17,Stanley Park
#0B0E0E,49.283333,-123.119217,048_TueFeb17,Chinatown
#151514,49.264019,-123.105309,048_TueFeb17,Mount Pleasant
#F6F2F9,49.287029,-123.115623,048_TueFeb17,Gastown
#050501,49.268285,-123.070005,048_TueFeb17,Commercial
#0A0A08,49.273472,-123.116774,048_TueFeb17,Yaletown
#020402,49.250000,-123.100000,048_TueFeb17,Main Street
#0D0C0D,49.285106,-123.102149,048_TueFeb17,Gastown
#645456,49.280280,-123.100522,048_TueFeb17,Chinatown
#1B070B,49.276171,-123.144431,048_TueFeb17,West End
#E6DEE0,49.284962,-123.124396,048_TueFeb17,Robson Street
#948089,49.269527,-123.095039,048_TueFeb17,Mount Pleasant
#F3F7F8,49.263455,-123.134078,048_TueFeb17,Fairview
#A5E4C4,49.271856,-123.135008,048_TueFeb17,Granville Island
#000101,49.273476,-123.113510,048_TueFeb17,False Creek
#978694,49.283100,-123.104393,048_TueFeb17,Gastown
#BB5999,49.275593,-123.122135,048_TueFeb17,Yaletown
#F2EBF0,49.265121,-123.138100,048_TueFeb17,Fairview
#061206,49.244693,-123.153701,048_TueFeb17,Arbutus-Ridge
#630305,49.280096,-123.120196,048_TueFeb17,Yaletown
#12090A,49.280720,-123.119386,048_TueFeb17,Yaletown
#EAF3EC,49.274063,-123.154361,048_TueFeb17,Kitsilano
#0D0909,49.277462,-123.115761,048_TueFeb17,Yaletown
#010101,49.274807,-123.122024,048_TueFeb17,Yaletown
#070305,49.290920,-123.136711,048_TueFeb17,Coal Harbor
#000000,49.269400,-123.123800,048_TueFeb17,False Creek
#CBB3E0,49.280258,-123.109634,048_TueFeb17,Gastown
#100905,49.266383,-123.102605,048_TueFeb17,False Creek
#0E080A,49.281762,-123.117718,048_TueFeb17,Yaletown
#C17473,49.281874,-123.124205,048_TueFeb17,Yaletown
#010101,49.282392,-123.122091,048_TueFeb17,Robson Street
#1D1316,49.282324,-123.104399,048_TueFeb17,Gastown
#C06295,49.250000,-123.100000,048_TueFeb17,Main Street
#4E2C43,49.274914,-123.100136,048_TueFeb17,Strathcona
#020202,49.280258,-123.109634,048_TueFeb17,Gastown
#45192C,49.249467,-123.117806,048_TueFeb17,South Cambie
#092814,49.254226,-123.101064,048_TueFeb17,Main Street
#608C7D,49.271547,-123.139439,048_TueFeb17,Granville Island
#1C1D1A,49.250000,-123.100000,048_TueFeb17,Main Street
#A9A5A4,49.283109,-123.108402,048_TueFeb17,Gastown
#0D0C08,49.281950,-123.108620,048_TueFeb17,Gastown
#030303,49.250000,-123.100000,048_TueFeb17,Main Street
#1A924C,49.282698,-123.128576,048_TueFeb17,Robson Street
#060303,49.284042,-123.107463,048_TueFeb17,Gastown
#F2EBEE,49.263954,-123.105247,048_TueFeb17,Mount Pleasant
#130C0C,49.253978,-123.100700,048_TueFeb17,Main Street
#050204,49.283288,-123.103398,048_TueFeb17,Gastown
#1D0509,49.283642,-123.106773,048_TueFeb17,Gastown
#16AE69,49.271856,-123.135008,048_TueFeb17,Granville Island
#031F08,49.288128,-123.114868,048_TueFeb17,Gastown
#040201,49.281448,-123.108070,048_TueFeb17,Gastown
#040304,49.278014,-123.109052,048_TueFeb17,Chinatown
#020202,49.250000,-123.100000,048_TueFeb17,Main Street
#010100,49.283718,-123.121109,048_TueFeb17,Robson Street
#0E130D,49.276904,-123.151936,048_TueFeb17,Kitsilano
#AA7F98,49.289588,-123.127209,048_TueFeb17,Robson Street
#0F0E09,49.281605,-123.132820,048_TueFeb17,West End
#CBC9CB,49.393056,-123.326944,048_TueFeb17,Millers Landing
#0D0C08,49.281950,-123.108620,048_TueFeb17,Gastown
#1D030E,49.283093,-123.106964,048_TueFeb17,Gastown
#C0A1B2,49.282989,-123.124039,048_TueFeb17,Robson Street
#1B0910,49.277786,-123.098450,048_TueFeb17,Chinatown
#041308,49.290170,-123.118142,048_TueFeb17,Coal Harbor
#010101,49.262120,-123.100957,048_TueFeb17,Main Street
#030103,49.273664,-123.132056,048_TueFeb17,Granville Island
#0C0C0D,49.288128,-123.116347,048_TueFeb17,Coal Harbor
#60E194,49.280905,-123.120658,048_TueFeb17,Yaletown
#A48795,49.262940,-123.117279,048_TueFeb17,Fairview
#9E7786,49.277290,-123.148804,048_TueFeb17,Kitsilano
#040403,49.279303,-123.129672,048_TueFeb17,Yaletown
#757D7D,49.242100,-123.113800,048_TueFeb17,Riley Park
#010101,49.286675,-123.143220,048_TueFeb17,West End
#080808,49.261749,-123.138931,048_TueFeb17,Fairview
#A67687,49.280704,-123.117167,048_TueFeb17,Yaletown
#667173,49.284264,-123.109198,048_TueFeb17,Gastown
#141213,49.290610,-123.137140,048_TueFeb17,Coal Harbor
#E5F9EF,49.279796,-123.121661,048_TueFeb17,Yaletown
#E3C4E0,49.286477,-123.118190,048_TueFeb17,Coal Harbor
#CDBCC4,49.266541,-123.091911,048_TueFeb17,Main Street
#060404,49.280583,-123.097472,048_TueFeb17,Chinatown
#190C14,49.280704,-123.117167,048_TueFeb17,Yaletown
#021A02,49.287029,-123.115623,048_TueFeb17,Gastown
#AC7594,49.243628,-123.124833,048_TueFeb17,South Cambie
#975B75,49.277062,-123.080322,048_TueFeb17,Strathcona
#0B1511,49.289711,-123.116074,048_TueFeb17,Coal Harbor
#010301,49.269400,-123.123800,048_TueFeb17,False Creek
#041714,49.300743,-123.130331,048_TueFeb17,Stanley Park
#F4F1F2,49.265169,-123.142464,048_TueFeb17,Fairview
#100807,49.300000,-123.140000,048_TueFeb17,Stanley Park
#0C0709,49.266383,-123.102605,048_TueFeb17,False Creek
#1C1113,49.266667,-123.166667,048_TueFeb17,Kitsilano
#044D12,49.282834,-123.120458,048_TueFeb17,Robson Street
#1D8157,49.271856,-123.135008,048_TueFeb17,Granville Island
#170A18,49.279164,-123.137844,048_TueFeb17,West End
#15050C,49.269859,-123.137917,048_TueFeb17,Granville Island
#161313,49.266383,-123.102605,048_TueFeb17,False Creek
#F9EBF2,49.263740,-123.129799,048_TueFeb17,Fairview
#C965A4,49.277771,-123.099190,048_TueFeb17,Chinatown
#F9FDFB,49.288822,-123.142010,048_TueFeb17,West End
#F9F9F9,49.276979,-123.126573,048_TueFeb17,Yaletown
#030302,49.268674,-123.118799,048_TueFeb17,False Creek
#030305,49.276524,-123.100084,048_TueFeb17,Strathcona
#E7ECEE,49.287990,-123.114850,048_TueFeb17,Gastown
#DFD9D7,49.250000,-123.100000,048_TueFeb17,Main Street
#B4A3A6,49.245830,-123.094177,048_TueFeb17,Main Street
#010101,49.283108,-123.118874,048_TueFeb17,Chinatown
#121815,49.290437,-123.121587,048_TueFeb17,Robson Street
#091815,49.686667,-123.135000,048_TueFeb17,Stawamus Indian Reserve 24
#E6E9E7,49.281143,-123.115899,048_TueFeb17,Gastown
#CCA6B1,49.276409,-123.104156,048_TueFeb17,Chinatown
#020202,49.286675,-123.143220,048_TueFeb17,West End
#917D94,49.269527,-123.095039,048_TueFeb17,Mount Pleasant
#025223,49.300743,-123.130331,048_TueFeb17,Stanley Park
#BAC3B8,49.265514,-123.106755,048_TueFeb17,Mount Pleasant
#F0FCF8,49.242222,-123.115000,048_TueFeb17,South Cambie
#020202,49.286675,-123.143220,048_TueFeb17,West End
#08541D,49.285833,-123.111667,048_TueFeb17,Gastown
#766369,49.272332,-123.102719,048_TueFeb17,False Creek
#AB71A3,49.279500,-123.101200,048_TueFeb17,Chinatown
#100A0C,49.285833,-123.111667,048_TueFeb17,Gastown
#B57D9C,49.278573,-123.116909,048_TueFeb17,Yaletown
#9C7D91,49.274063,-123.154361,048_TueFeb17,Kitsilano
#0B742F,49.269400,-123.123800,048_TueFeb17,False Creek
#101913,49.280796,-123.117943,048_TueFeb17,Yaletown
#B77591,49.268013,-123.154892,048_TueFeb17,Kitsilano
#F9F0F1,49.280701,-123.120544,048_TueFeb17,Yaletown
#F0E9ED,49.264061,-123.104498,048_TueFeb17,Main Street
#075517,49.300000,-123.140000,048_TueFeb17,Stanley Park
#09220D,49.273575,-123.124129,048_TueFeb17,Yaletown
#050506,49.276809,-123.112154,048_TueFeb17,Chinatown
#050404,49.250000,-123.100000,048_TueFeb17,Main Street
#070F09,49.283286,-123.115411,048_TueFeb17,Gastown
#C0AEB5,49.268897,-123.115902,048_TueFeb17,False Creek
#4E0A16,49.282162,-123.107964,048_TueFeb17,Gastown
#048418,49.269400,-123.123800,048_TueFeb17,False Creek
#F5F4F5,49.289085,-123.132637,048_TueFeb17,Robson Street
#170D10,49.287894,-123.120479,048_TueFeb17,Robson Street
#C3A2BD,49.280404,-123.121227,048_TueFeb17,Yaletown
#812459,49.275219,-123.123123,048_TueFeb17,Yaletown
#030303,49.280404,-123.121227,048_TueFeb17,Yaletown
#121111,49.268616,-123.118454,048_TueFeb17,False Creek
#D7D7D7,49.278038,-123.109234,048_TueFeb17,Chinatown
#200B15,49.263028,-123.101016,048_TueFeb17,Main Street
#130C0E,49.283098,-123.117951,048_TueFeb17,Chinatown
#231F1A,49.254456,-123.080432,048_TueFeb17,Kensington-Cedar Cottage
#13140F,49.286488,-123.131944,048_TueFeb17,Robson Street
#B6E7CF,49.260250,-123.139107,048_TueFeb17,Fairview
#817C87,49.290562,-123.133602,048_TueFeb17,Robson Street
#7A5D68,49.287431,-123.112809,048_TueFeb17,Gastown
#AADBB7,49.289438,-123.128798,048_TueFeb17,Robson Street
#8E7680,49.287431,-123.112809,048_TueFeb17,Gastown
#020202,49.280404,-123.121227,048_TueFeb17,Yaletown
#020203,49.291466,-123.127777,048_TueFeb17,Coal Harbor
#67545F,49.287431,-123.112809,048_TueFeb17,Gastown
#020202,49.283220,-123.119157,048_TueFeb17,Chinatown
#050505,49.278553,-123.115768,048_TueFeb17,Yaletown
#AE7D9F,49.263958,-123.110686,048_TueFeb17,Mount Pleasant
#050304,49.280796,-123.117943,048_TueFeb17,Yaletown
#1B1E1D,49.280318,-123.137187,048_TueFeb17,West End
#020202,49.264029,-123.109497,048_TueFeb17,Mount Pleasant
#DADEDC,49.268013,-123.154892,048_TueFeb17,Kitsilano
#1C1E1B,49.283799,-123.101656,048_TueFeb17,Gastown
#050203,49.278542,-123.110207,048_TueFeb17,Chinatown
#07130C,49.272768,-123.138176,048_TueFeb17,Granville Island
#0F0C0B,49.249550,-123.089684,048_TueFeb17,Kensington-Cedar Cottage
#9A7495,49.263283,-123.115585,048_TueFeb17,Fairview
#7996A3,49.279573,-123.138529,048_TueFeb17,West End
#EBDCE3,49.286484,-123.118179,048_TueFeb17,Coal Harbor
#D4E3DE,49.304062,-123.156487,048_TueFeb17,Stanley Park
#F4EBF2,49.284042,-123.107463,048_TueFeb17,Gastown
#030403,49.285000,-123.134000,048_TueFeb17,Coal Harbor
#17041F,49.242222,-123.115000,048_TueFeb17,South Cambie
#B59CBA,49.279669,-123.122709,048_TueFeb17,Yaletown
#150E0A,49.288311,-123.116730,048_TueFeb17,Coal Harbor
#E0EEE7,49.271448,-123.106608,048_TueFeb17,False Creek
#070202,49.250000,-123.100000,048_TueFeb17,Main Street
#0A100C,49.278080,-123.122276,048_TueFeb17,Yaletown
#959593,49.272551,-123.133049,048_TueFeb17,Granville Island
#1C070B,49.263028,-123.101016,048_TueFeb17,Main Street
#130E17,49.225362,-123.126761,048_TueFeb17,Oakridge
#F9F2F6,49.283745,-123.109200,048_TueFeb17,Gastown
#020001,49.278529,-123.098299,048_TueFeb17,Chinatown
#DAAFC7,49.284538,-123.122009,048_TueFeb17,Robson Street
#1D1512,49.244119,-123.107394,048_TueFeb17,Riley Park
#030403,49.264005,-123.145851,048_TueFeb17,Fairview
#020202,49.269080,-123.135232,048_TueFeb17,Granville Island
#501D28,49.284992,-123.095489,048_TueFeb17,Chinatown
#0A0706,49.249550,-123.089684,048_TueFeb17,Kensington-Cedar Cottage
#10591D,49.300000,-123.140000,048_TueFeb17,Stanley Park
#644351,49.276034,-123.085366,048_TueFeb17,Strathcona
#8A5C7D,49.266441,-123.140724,048_TueFeb17,Fairview
#190509,49.282749,-123.109706,048_TueFeb17,Gastown
#7B707A,49.272625,-123.135620,048_TueFeb17,Granville Island
#1D080B,49.283367,-123.116333,048_TueFeb17,Chinatown
#0F0709,49.263378,-123.145309,048_TueFeb17,Fairview
#12050B,49.282695,-123.136646,048_TueFeb17,West End
#12090C,49.263378,-123.145309,048_TueFeb17,Fairview
#FDF8FC,49.259043,-123.099839,048_TueFeb17,Main Street
#F3ECEE,49.274636,-123.122305,048_TueFeb17,Yaletown
#060608,49.274917,-123.121505,048_TueFeb17,Yaletown
#010101,49.263028,-123.101016,048_TueFeb17,Main Street
#DF92BC,49.280294,-123.125283,048_TueFeb17,Yaletown
#060501,49.274921,-123.123207,048_TueFeb17,Yaletown
#020302,49.269400,-123.123800,048_TueFeb17,False Creek
#E8FCFB,49.289711,-123.116074,048_TueFeb17,Coal Harbor
#120507,49.227940,-123.090286,048_TueFeb17,Sunset
#070505,49.282045,-123.103898,048_TueFeb17,Gastown
#7D5B73,49.276859,-123.074875,048_TueFeb17,Commercial
#1B0615,49.268024,-123.149059,048_TueFeb17,Kitsilano
#071204,49.272648,-123.135281,048_TueFeb17,Granville Island
#D6E2D6,49.283745,-123.109200,048_TueFeb17,Gastown
#090403,49.269421,-123.106293,048_TueFeb17,False Creek
#DBD3D2,49.280704,-123.117167,048_TueFeb17,Yaletown
#060805,49.270634,-123.136330,048_TueFeb17,Granville Island
#040305,49.274921,-123.123207,048_TueFeb17,Yaletown
#3D5748,49.250000,-123.100000,048_TueFeb17,Main Street
#E7E9E3,49.258366,-123.097796,048_TueFeb17,Main Street
#0C170E,49.284572,-123.124657,048_TueFeb17,Robson Street
#586460,49.298909,-123.140010,048_TueFeb17,Stanley Park
#0A100C,49.278080,-123.122276,048_TueFeb17,Yaletown
#030606,49.277227,-123.106409,048_TueFeb17,Chinatown
#1C1D1B,49.267097,-123.145409,048_TueFeb17,Fairview
#EEE7EE,49.278038,-123.109234,048_TueFeb17,Chinatown
#02A61F,49.232037,-123.157140,048_TueFeb17,Kerrisdale
#2ADE64,49.293751,-123.149306,048_TueFeb17,Stanley Park
#08150B,49.269400,-123.123800,048_TueFeb17,False Creek
#040504,49.274667,-123.126000,048_TueFeb17,Yaletown
#088428,49.284992,-123.095489,048_TueFeb17,Chinatown
#070303,49.269692,-123.085114,048_TueFeb17,Mount Pleasant
#867E87,49.287022,-123.140892,048_TueFeb17,West End
#98798F,49.342608,-123.114494,048_TueFeb17,Capilano
#1B0811,49.282009,-123.105713,048_TueFeb17,Gastown
#D6D2D2,49.288657,-123.117697,048_TueFeb17,Coal Harbor
#070907,49.281944,-123.121944,048_TueFeb17,Yaletown
#9E8A93,49.276581,-123.125580,048_TueFeb17,Yaletown
#060301,49.280870,-123.120340,048_TueFeb17,Yaletown
#1F1D1D,49.262333,-123.101003,048_TueFeb17,Main Street
#CEB7D3,49.280807,-123.120593,048_TueFeb17,Yaletown
#908695,49.283083,-123.110442,048_TueFeb17,Gastown
#620707,49.267204,-123.091989,048_TueFeb17,Main Street
#060807,49.282127,-123.102028,048_TueFeb17,Gastown
